"Proj","Pop","Treat","Isol","Rep_Well","Media","Time","Temp_C","OD600","cfu_ml"
"125","D","C","B","1","25/50","18000","29.1",0.2558,304669510.687652
"125","D","C","B","2","25/50","18000","29.1",0.2594,310871439.03087
"125","A","C","B","1","50/100","18000","29.1",0.1652,148587647.383326
"125","A","C","B","2","50/100","18000","29.1",0.1613,141868891.678172
"125","C","C","B","1","50/100","18000","29.1",0.1942,198547625.703695
"125","C","C","B","2","50/100","18000","29.1",0.1848,182353701.696403
"125","E","C","B","1","50/100","18000","29.1",0.2661,322413916.780748
"125","Anc","Anc","B","3","50/100","18000","29.1",0.2224,247129397.725571
"125","A","L","B","1","25/50","18900","29.0",0.1848,182353701.696403
"125","A","L","B","2","25/50","18900","29.0",0.1887,189072457.401556
"125","C","L","B","1","25/50","18900","29.0",0.2655,321380262.056879
"125","C","L","B","2","25/50","18900","29.0",0.2709,330683154.571706
"125","E","L","B","1","25/50","18900","29.0",0.2255,252469947.132231
"125","Anc","Anc","B","1","25/50","18900","29.0",0.2434,283307313.061011
"125","B","L","B","1","50/100","18900","29.0",0.1743,164264744.028683
"125","B","L","B","2","50/100","18900","29.0",0.1691,155306403.088479
"125","D","L","B","1","50/100","18900","29.0",0.2717,332061360.870199
"125","D","L","B","2","50/100","18900","29.0",0.2761,339641495.51191
"125","A","G","B","1","25/50","18900","29.0",0.2592,310526887.456247
"125","A","G","B","2","25/50","18900","29.0",0.2611,313800127.415167
"125","C","G","B","1","25/50","18900","29.0",0.2101,225939475.886242
"125","C","G","B","2","25/50","18900","29.0",0.2044,216119756.00948
"125","E","G","B","1","25/50","18900","29.0",0.2587,309665508.519688
"125","Anc","Anc","B","2","25/50","18900","29.0",0.2414,279861797.314779
"125","B","G","B","1","50/100","18900","29.0",0.2071,220771202.266894
"125","B","G","B","2","50/100","18900","29.0",0.2103,226284027.460865
"125","D","G","B","1","50/100","18900","29.0",0.2708,330510878.784394
"125","D","G","B","2","50/100","18900","29.0",0.2627,316556540.012153
"125","A","C","B","1","25/50","18900","29.0",0.1638,146175786.360963
"125","A","C","B","2","25/50","18900","29.0",0.1639,146348062.148274
"125","C","C","B","1","25/50","18900","29.0",0.1816,176840876.502431
"125","C","C","B","2","25/50","18900","29.0",0.1778,170294396.584589
"125","E","C","B","1","25/50","18900","29.0",0.2689,327237638.825474
"125","Anc","Anc","B","3","25/50","18900","29.0",0.2464,288475586.680359
"125","B","C","B","1","50/100","18900","29.0",0.1845,181836874.334468
"125","B","C","B","2","50/100","18900","29.0",0.1713,159096470.409334
"125","D","C","B","1","50/100","18900","29.0",0.2982,377714444.507778
"125","D","C","B","2","50/100","18900","29.0",0.3087,395803402.175498
"125","B","L","B","1","25/50","18900","29.0",0.1685,154272748.364609
"125","B","L","B","2","25/50","18900","29.0",0.1641,146692613.722898
"125","D","L","B","1","25/50","18900","29.0",0.2551,303463580.17647
"125","D","L","B","2","25/50","18900","29.0",0.2444,285030070.934127
"125","A","L","B","1","50/100","18900","29.0",0.1923,195274385.744774
"125","A","L","B","2","50/100","18900","29.0",0.1926,195791213.106709
"125","C","L","B","1","50/100","18900","29.0",0.3238,421817046.059552
"125","C","L","B","2","50/100","18900","29.0",0.3204,415959669.290957
"125","E","L","B","1","50/100","18900","29.0",0.2271,255226359.729217
"125","Anc","Anc","B","1","50/100","18900","29.0",0.2557,304497234.90034
"125","B","G","B","1","25/50","18900","29.0",0.2019,211812861.326689
"125","B","G","B","2","25/50","18900","29.0",0.1998,208195069.793145
"125","D","G","B","1","25/50","18900","29.0",0.2482,291576550.851969
"125","D","G","B","2","25/50","18900","29.0",0.2387,275210351.057365
"125","A","G","B","1","50/100","18900","29.0",0.3061,391324231.705395
"125","A","G","B","2","50/100","18900","29.0",0.2989,378920375.018959
"125","C","G","B","1","50/100","18900","29.0",0.1995,207678242.431211
"125","C","G","B","2","50/100","18900","29.0",0.2017,211468309.752066
"125","E","G","B","1","50/100","18900","29.0",0.2812,348427560.664803
"125","Anc","Anc","B","2","50/100","18900","29.0",0.2378,273659868.97156
"125","B","C","B","1","25/50","18900","29.0",0.1462,115855247.794118
"125","B","C","B","2","25/50","18900","29.0",0.1463,116027523.58143
"125","D","C","B","1","25/50","18900","29.0",0.2677,325170329.377734
"125","D","C","B","2","25/50","18900","29.0",0.2663,322758468.355371
"125","A","C","B","1","50/100","18900","29.0",0.1731,162197434.580943
"125","A","C","B","2","50/100","18900","29.0",0.1689,154961851.513855
"125","C","C","B","1","50/100","18900","29.0",0.2052,217497962.307973
"125","C","C","B","2","50/100","18900","29.0",0.1967,202854520.386485
"125","E","C","B","1","50/100","18900","29.0",0.2915,366171966.757899
"125","Anc","Anc","B","3","50/100","18900","29.0",0.2472,289853792.978852
"125","A","L","B","1","25/50","19800","29.0",0.1958,201304038.300681
"125","A","L","B","2","25/50","19800","29.0",0.1994,207505966.643899
"125","C","L","B","1","25/50","19800","29.0",0.2727,333784118.743315
"125","C","L","B","2","25/50","19800","29.0",0.2779,342742459.683519
"125","E","L","B","1","25/50","19800","29.0",0.233,265390631.180603
"125","Anc","Anc","B","1","25/50","19800","29.0",0.2764,340158322.873845
"125","B","L","B","1","50/100","19800","29.0",0.185,182698253.271026
"125","B","L","B","2","50/100","19800","29.0",0.183,179252737.524794
"125","D","L","B","1","50/100","19800","29.0",0.2995,379954029.742829
"125","D","L","B","2","50/100","19800","29.0",0.2994,379781753.955517
"125","A","G","B","1","25/50","19800","29.0",0.2709,330683154.571706
"125","A","G","B","2","25/50","19800","29.0",0.2701,329304948.273213
"125","C","G","B","1","25/50","19800","29.0",0.2208,244372985.128585
"125","C","G","B","2","25/50","19800","29.0",0.2182,239893814.658483
"125","E","G","B","1","25/50","19800","29.0",0.2681,325859432.526981
"125","Anc","Anc","B","2","25/50","19800","29.0",0.2756,338780116.575352
"125","B","G","B","1","50/100","19800","29.0",0.2498,294332963.448954
"125","B","G","B","2","50/100","19800","29.0",0.2364,271248007.949198
"125","D","G","B","1","50/100","19800","29.0",0.2957,373407549.824987
"125","D","G","B","2","50/100","19800","29.0",0.2876,359453211.052746
"125","A","C","B","1","25/50","19800","29.0",0.1726,161336055.644385
"125","A","C","B","2","25/50","19800","29.0",0.1722,160646952.495139
"125","C","C","B","1","25/50","19800","29.0",0.1937,197686246.767137
"125","C","C","B","2","25/50","19800","29.0",0.187,186143769.017258
"125","E","C","B","1","25/50","19800","29.0",0.2785,343776114.407389
"125","Anc","Anc","B","3","25/50","19800","29.0",0.2713,331372257.720952
"125","B","C","B","1","50/100","19800","29.0",0.2006,209573276.091638
"125","B","C","B","2","50/100","19800","29.0",0.1841,181147771.185221
"125","D","C","B","1","50/100","19800","29.0",0.3139,404761743.115702
"125","D","C","B","2","50/100","19800","29.0",0.3231,420611115.548371
"125","B","L","B","1","25/50","19800","29.0",0.1798,173739912.330822
"125","B","L","B","2","25/50","19800","29.0",0.1746,164781571.390618
"125","D","L","B","1","25/50","19800","29.0",0.2693,327926741.97472
"125","D","L","B","2","25/50","19800","29.0",0.2619,315178333.71366
"125","A","L","B","1","50/100","19800","29.0",0.2108,227145406.397423
"125","A","L","B","2","50/100","19800","29.0",0.2116,228523612.695916
"125","C","L","B","1","50/100","19800","29.0",0.3523,470915645.443363
"125","C","L","B","2","50/100","19800","29.0",0.3448,457994961.394992
"125","E","L","B","1","50/100","19800","29.0",0.2578,308115026.433884
"125","Anc","Anc","B","1","50/100","19800","29.0",0.2823,350322594.32523
"125","B","G","B","1","25/50","19800","29.0",0.2101,225939475.886242
"125","B","G","B","2","25/50","19800","29.0",0.2102,226111751.673554
"125","D","G","B","1","25/50","19800","29.0",0.2723,333095015.594069
"125","D","G","B","2","25/50","19800","29.0",0.2602,312249645.329363
"125","A","G","B","1","50/100","19800","29.0",0.3243,422678424.99611
"125","A","G","B","2","50/100","19800","29.0",0.3278,428708077.552017
"125","C","G","B","1","50/100","19800","29.0",0.2275,255915462.878464
"125","C","G","B","2","50/100","19800","29.0",0.2255,252469947.132231
"125","E","G","B","1","50/100","19800","29.0",0.3071,393046989.578512
"125","Anc","Anc","B","2","50/100","19800","29.0",0.2786,343948390.194701
"125","B","C","B","1","25/50","19800","29.0",0.1547,130498689.715606
"125","B","C","B","2","25/50","19800","29.0",0.1522,126191795.032815
"125","D","C","B","1","25/50","19800","29.0",0.2781,343087011.258142
"125","D","C","B","2","25/50","19800","29.0",0.2734,334990049.254496
"125","A","C","B","1","50/100","19800","29.0",0.1835,180114116.461352
"125","A","C","B","2","50/100","19800","29.0",0.179,172361706.032329
"125","C","C","B","1","50/100","19800","29.0",0.2225,247301673.512883
"125","C","C","B","2","50/100","19800","29.0",0.2057,218359341.244531
"125","E","C","B","1","50/100","19800","29.0",0.3116,400799400.007535
"125","Anc","Anc","B","3","50/100","19800","29.0",0.2847,354457213.220709
"125","A","L","B","1","25/50","20700","29.3",0.2057,218359341.244531
"125","A","L","B","2","25/50","20700","29.3",0.2104,226456303.248177
"125","C","L","B","1","25/50","20700","29.3",0.2786,343948390.194701
"125","C","L","B","2","25/50","20700","29.3",0.2835,352389903.77297
"125","E","L","B","1","25/50","20700","29.3",0.2516,297433927.620564
"125","Anc","Anc","B","1","25/50","20700","29.3",0.2851,355146316.369956
"125","B","L","B","1","50/100","20700","29.3",0.197,203371347.74842
"125","B","L","B","2","50/100","20700","29.3",0.1946,199236728.852941
"125","D","L","B","1","50/100","20700","29.3",0.3247,423367528.145356
"125","D","L","B","2","50/100","20700","29.3",0.3218,418371530.313319
"125","A","G","B","1","25/50","20700","29.3",0.2741,336195979.765678
"125","A","G","B","2","25/50","20700","29.3",0.2765,340330598.661157
"125","C","G","B","1","25/50","20700","29.3",0.2527,299328961.280991
"125","C","G","B","2","25/50","20700","29.3",0.2477,290715171.915411
"125","E","G","B","1","25/50","20700","29.3",0.2743,336540531.340301
"125","Anc","Anc","B","2","25/50","20700","29.3",0.2836,352562179.560282
"125","B","G","B","1","50/100","20700","29.3",0.2731,334473221.892562
"125","B","G","B","2","50/100","20700","29.3",0.2754,338435565.000729
"125","D","G","B","1","50/100","20700","29.3",0.3176,411135947.246232
"125","D","G","B","2","50/100","20700","29.3",0.3097,397526160.048614
"125","A","C","B","1","25/50","20700","29.3",0.1823,178046807.013612
"125","A","C","B","2","25/50","20700","29.3",0.1827,178735910.162859
"125","C","C","B","1","25/50","20700","29.3",0.2102,226111751.673554
"125","C","C","B","2","25/50","20700","29.3",0.2048,216808859.158726
"125","E","C","B","1","25/50","20700","29.3",0.2841,353423558.49684
"125","Anc","Anc","B","3","25/50","20700","29.3",0.282,349805766.963295
"125","B","C","B","1","50/100","20700","29.3",0.2029,213535619.199806
"125","B","C","B","2","50/100","20700","29.3",0.1902,191656594.21123
"125","D","C","B","1","50/100","20700","29.3",0.3335,438527797.428779
"125","D","C","B","2","50/100","20700","29.3",0.3442,456961306.671122
"125","B","L","B","1","25/50","20700","29.3",0.1949,199753556.214876
"125","B","L","B","2","25/50","20700","29.3",0.1879,187694251.103063
"125","D","L","B","1","25/50","20700","29.3",0.2782,343259287.045454
"125","D","L","B","2","25/50","20700","29.3",0.2714,331544533.508264
"125","A","L","B","1","50/100","20700","29.3",0.2263,253848153.430724
"125","A","L","B","2","50/100","20700","29.3",0.2271,255226359.729217
"125","C","L","B","1","50/100","20700","29.3",0.3704,502097562.946766
"125","C","L","B","2","50/100","20700","29.3",0.3689,499513426.137092
"125","E","L","B","1","50/100","20700","29.3",0.2903,364104657.31016
"125","Anc","Anc","B","1","50/100","20700","29.3",0.3064,391841059.06733
"125","B","G","B","1","25/50","20700","29.3",0.2259,253159050.281478
"125","B","G","B","2","25/50","20700","29.3",0.2273,255570911.30384
"125","D","G","B","1","25/50","20700","29.3",0.2811,348255284.877491
"125","D","G","B","2","25/50","20700","29.3",0.2684,326376259.888916
"125","A","G","B","1","50/100","20700","29.3",0.3454,459028616.118861
"125","A","G","B","2","50/100","20700","29.3",0.3595,483319502.1298
"125","C","G","B","1","50/100","20700","29.3",0.2549,303119028.601847
"125","C","G","B","2","50/100","20700","29.3",0.2532,300190340.217549
"125","E","G","B","1","50/100","20700","29.3",0.3319,435771384.831793
"125","Anc","Anc","B","2","50/100","20700","29.3",0.307,392874713.7912
"125","B","C","B","1","25/50","20700","29.3",0.165,148243095.808702
"125","B","C","B","2","25/50","20700","29.3",0.163,144797580.06247
"125","D","C","B","1","25/50","20700","29.3",0.2851,355146316.369956
"125","D","C","B","2","25/50","20700","29.3",0.2799,346187975.429752
"125","A","C","B","1","50/100","20700","29.3",0.1938,197858522.554448
"125","A","C","B","2","50/100","20700","29.3",0.1897,190795215.274672
"125","C","C","B","1","50/100","20700","29.3",0.2253,252125395.557608
"125","C","C","B","2","50/100","20700","29.3",0.2171,237998780.998055
"125","E","C","B","1","50/100","20700","29.3",0.3333,438183245.854156
"125","Anc","Anc","B","3","50/100","20700","29.3",0.3106,399076642.134418
"125","A","L","B","1","25/50","21600","29.4",0.2177,239032435.721925
"125","A","L","B","2","25/50","21600","29.4",0.2206,244028433.553962
"125","C","L","B","1","25/50","21600","29.4",0.2876,359453211.052746
"125","C","L","B","2","25/50","21600","29.4",0.2897,363071002.58629
"125","E","L","B","1","25/50","21600","29.4",0.2643,319312952.609139
"125","Anc","Anc","B","1","25/50","21600","29.4",0.2977,376853065.57122
"125","B","L","B","1","50/100","21600","29.4",0.2076,221632581.203452
"125","B","L","B","2","50/100","21600","29.4",0.209,224044442.225814
"125","D","L","B","1","50/100","21600","29.4",0.3475,462646407.652405
"125","D","L","B","2","50/100","21600","29.4",0.3426,454204894.074136
"125","A","G","B","1","25/50","21600","29.4",0.2828,351183973.261788
"125","A","G","B","2","25/50","21600","29.4",0.281,348083009.090179
"125","C","G","B","1","25/50","21600","29.4",0.2692,327754466.187408
"125","C","G","B","2","25/50","21600","29.4",0.2701,329304948.273213
"125","E","G","B","1","25/50","21600","29.4",0.2844,353940385.858774
"125","Anc","Anc","B","2","25/50","21600","29.4",0.2988,378748099.231647
"125","B","G","B","1","50/100","21600","29.4",0.2998,380470857.104764
"125","B","G","B","2","50/100","21600","29.4",0.3005,381676787.615945
"125","D","G","B","1","50/100","21600","29.4",0.3356,442145588.962323
"125","D","G","B","2","50/100","21600","29.4",0.3381,446452483.645113
"125","A","C","B","1","25/50","21600","29.4",0.1921,194929834.170151
"125","A","C","B","2","25/50","21600","29.4",0.1919,194585282.595528
"125","C","C","B","1","25/50","21600","29.4",0.2299,260050081.773942
"125","C","C","B","2","25/50","21600","29.4",0.2246,250919465.046427
"125","E","C","B","1","25/50","21600","29.4",0.2917,366516518.332523
"125","Anc","Anc","B","3","25/50","21600","29.4",0.295,372201619.313806
"125","B","C","B","1","50/100","21600","29.4",0.2212,245062088.277832
"125","B","C","B","2","50/100","21600","29.4",0.199,206816863.494652
"125","D","C","B","1","50/100","21600","29.4",0.3372,444902001.559309
"125","D","C","B","2","50/100","21600","29.4",0.3528,471777024.379921
"125","B","L","B","1","25/50","21600","29.4",0.2101,225939475.886242
"125","B","L","B","2","25/50","21600","29.4",0.2025,212846516.050559
"125","D","L","B","1","25/50","21600","29.4",0.2895,362726451.011667
"125","D","L","B","2","25/50","21600","29.4",0.2843,353768110.071463
"125","A","L","B","1","50/100","21600","29.4",0.244,284340967.784881
"125","A","L","B","2","50/100","21600","29.4",0.2468,289164689.829606
"125","C","L","B","1","50/100","21600","29.4",0.3903,536380444.621778
"125","C","L","B","2","50/100","21600","29.4",0.3921,539481408.793387
"125","E","L","B","1","50/100","21600","29.4",0.3172,410446844.096985
"125","Anc","Anc","B","1","50/100","21600","29.4",0.3371,444729725.771997
"125","B","G","B","1","25/50","21600","29.4",0.244,284340967.784881
"125","B","G","B","2","25/50","21600","29.4",0.2433,283135037.273699
"125","D","G","B","1","25/50","21600","29.4",0.2914,365999690.970588
"125","D","G","B","2","25/50","21600","29.4",0.278,342914735.470831
"125","A","G","B","1","50/100","21600","29.4",0.3627,488832327.323771
"125","A","G","B","2","50/100","21600","29.4",0.3773,513984592.271268
"125","C","G","B","1","50/100","21600","29.4",0.2834,352217627.985658
"125","C","G","B","2","50/100","21600","29.4",0.2895,362726451.011667
"125","E","G","B","1","50/100","21600","29.4",0.3554,476256194.850023
"125","Anc","Anc","B","2","50/100","21600","29.4",0.3308,433876351.171365
"125","B","C","B","1","25/50","21600","29.4",0.1867,185626941.655323
"125","B","C","B","2","25/50","21600","29.4",0.1789,172189430.245017
"125","D","C","B","1","25/50","21600","29.4",0.2917,366516518.332523
"125","D","C","B","2","25/50","21600","29.4",0.2876,359453211.052746
"125","A","C","B","1","50/100","21600","29.4",0.2055,218014789.669908
"125","A","C","B","2","50/100","21600","29.4",0.2003,209056448.729704
"125","C","C","B","1","50/100","21600","29.4",0.2381,274176696.333495
"125","C","C","B","2","50/100","21600","29.4",0.2303,260739184.923189
"125","E","C","B","1","50/100","21600","29.4",0.3501,467125578.122508
"125","Anc","Anc","B","3","50/100","21600","29.4",0.3336,438700073.216091
"125","A","L","B","1","25/50","22500","29.3",0.2267,254537256.579971
"125","A","L","B","2","25/50","22500","29.3",0.2298,259877805.986631
"125","C","L","B","1","25/50","22500","29.3",0.2912,365655139.395964
"125","C","L","B","2","25/50","22500","29.3",0.2941,370651137.228001
"125","E","L","B","1","25/50","22500","29.3",0.272,332578188.232134
"125","Anc","Anc","B","1","25/50","22500","29.3",0.303,385983682.298735
"125","B","L","B","1","50/100","22500","29.3",0.2182,239893814.658483
"125","B","L","B","2","50/100","22500","29.3",0.2249,251436292.408362
"125","D","L","B","1","50/100","22500","29.3",0.3661,494689704.092366
"125","D","L","B","2","50/100","22500","29.3",0.3597,483664053.704423
"125","A","G","B","1","25/50","22500","29.3",0.2866,357730453.17963
"125","A","G","B","2","25/50","22500","29.3",0.2833,352045352.198347
"125","C","G","B","1","25/50","22500","29.3",0.2824,350494870.112542
"125","C","G","B","2","25/50","22500","29.3",0.2786,343948390.194701
"125","E","G","B","1","25/50","22500","29.3",0.2905,364449208.884783
"125","Anc","Anc","B","2","25/50","22500","29.3",0.3023,384777751.787554
"125","B","G","B","1","50/100","22500","29.3",0.3255,424745734.443849
"125","B","G","B","2","50/100","22500","29.3",0.323,420438839.761059
"125","D","G","B","1","50/100","22500","29.3",0.3594,483147226.342488
"125","D","G","B","2","50/100","22500","29.3",0.3577,480218537.958191
"125","A","C","B","1","25/50","22500","29.3",0.2017,211468309.752066
"125","A","C","B","2","25/50","22500","29.3",0.2017,211468309.752066
"125","C","C","B","1","25/50","22500","29.3",0.2424,281584555.187895
"125","C","C","B","2","25/50","22500","29.3",0.2412,279517245.740155
"125","E","C","B","1","25/50","22500","29.3",0.2976,376680789.783908
"125","Anc","Anc","B","3","25/50","22500","29.3",0.2973,376163962.421973
"125","B","C","B","1","50/100","22500","29.3",0.2315,262806494.370928
"125","B","C","B","2","50/100","22500","29.3",0.2105,226628579.035489
"125","D","C","B","1","50/100","22500","29.3",0.3451,458511788.756927
"125","D","C","B","2","50/100","22500","29.3",0.3709,502958941.883324
"125","B","L","B","1","25/50","22500","29.3",0.2252,251953119.770296
"125","B","L","B","2","25/50","22500","29.3",0.2172,238171056.785367
"125","D","L","B","1","25/50","22500","29.3",0.295,372201619.313806
"125","D","L","B","2","25/50","22500","29.3",0.2917,366516518.332523
"125","A","L","B","1","50/100","22500","29.3",0.2628,316728815.799465
"125","A","L","B","2","50/100","22500","29.3",0.2652,320863434.694944
"125","C","L","B","1","50/100","22500","29.3",0.4089,568423741.061739
"125","C","L","B","2","50/100","22500","29.3",0.3986,550679334.968642
"125","E","L","B","1","50/100","22500","29.3",0.3536,473155230.678414
"125","Anc","Anc","B","1","50/100","22500","29.3",0.3593,482974950.555176
"125","B","G","B","1","25/50","22500","29.3",0.2549,303119028.601847
"125","B","G","B","2","25/50","22500","29.3",0.253,299845788.642926
"125","D","G","B","1","25/50","22500","29.3",0.2956,373235274.037676
"125","D","G","B","2","25/50","22500","29.3",0.2801,346532527.004375
"125","A","G","B","1","50/100","22500","29.3",0.3724,505543078.692998
"125","A","G","B","2","50/100","22500","29.3",0.3928,540687339.304568
"125","C","G","B","1","50/100","22500","29.3",0.3078,394252920.089693
"125","C","G","B","2","50/100","22500","29.3",0.3077,394080644.302381
"125","E","G","B","1","50/100","22500","29.3",0.3649,492622394.644627
"125","Anc","Anc","B","2","50/100","22500","29.3",0.35,466953302.335196
"125","B","C","B","1","25/50","22500","29.3",0.2045,216292031.796791
"125","B","C","B","2","25/50","22500","29.3",0.1861,184593286.931454
"125","D","C","B","1","25/50","22500","29.3",0.2963,374441204.548857
"125","D","C","B","2","25/50","22500","29.3",0.2932,369100655.142197
"125","A","C","B","1","50/100","22500","29.3",0.2165,236965126.274186
"125","A","C","B","2","50/100","22500","29.3",0.2119,229040440.057851
"125","C","C","B","1","50/100","22500","29.3",0.2577,307942750.646572
"125","C","C","B","2","50/100","22500","29.3",0.2483,291748826.63928
"125","E","C","B","1","50/100","22500","29.3",0.3604,484869984.215604
"125","Anc","Anc","B","3","50/100","22500","29.3",0.3535,472982954.891102
"125","A","L","B","1","25/50","23401","29.1",0.2392,276071729.993923
"125","A","L","B","2","25/50","23401","29.1",0.2411,279344969.952844
"125","C","L","B","1","25/50","23401","29.1",0.292,367033345.694457
"125","C","L","B","2","25/50","23401","29.1",0.2968,375302583.485415
"125","E","L","B","1","25/50","23401","29.1",0.288,360142314.201993
"125","Anc","Anc","B","1","25/50","23401","29.1",0.302,384260924.425619
"125","B","L","B","1","50/100","23401","29.1",0.2365,271420283.736509
"125","B","L","B","2","50/100","23401","29.1",0.2452,286408277.23262
"125","D","L","B","1","50/100","23401","29.1",0.3828,523459760.573407
"125","D","L","B","2","50/100","23401","29.1",0.3734,507265836.566115
"125","A","G","B","1","25/50","23401","29.1",0.2895,362726451.011667
"125","A","G","B","2","25/50","23401","29.1",0.287,358419556.328876
"125","C","G","B","1","25/50","23401","29.1",0.2866,357730453.17963
"125","C","G","B","2","25/50","23401","29.1",0.2869,358247280.541565
"125","E","G","B","1","25/50","23401","29.1",0.2956,373235274.037676
"125","Anc","Anc","B","2","25/50","23401","29.1",0.3023,384777751.787554
"125","B","G","B","1","50/100","23401","29.1",0.3381,446452483.645113
"125","B","G","B","2","50/100","23401","29.1",0.3379,446107932.07049
"125","D","G","B","1","50/100","23401","29.1",0.3733,507093560.778803
"125","D","G","B","2","50/100","23401","29.1",0.3727,506059906.054933
"125","A","C","B","1","25/50","23401","29.1",0.212,229212715.845163
"125","A","C","B","2","25/50","23401","29.1",0.2127,230418646.356344
"125","C","C","B","1","25/50","23401","29.1",0.2562,305358613.836898
"125","C","C","B","2","25/50","23401","29.1",0.2567,306219992.773456
"125","E","C","B","1","25/50","23401","29.1",0.3033,386500509.66067
"125","Anc","Anc","B","3","25/50","23401","29.1",0.2953,372718446.675741
"125","B","C","B","1","50/100","23401","29.1",0.242,280895452.038648
"125","B","C","B","2","50/100","23401","29.1",0.2314,262634218.583617
"125","D","C","B","1","50/100","23401","29.1",0.3747,509505421.801166
"125","D","C","B","2","50/100","23401","29.1",0.391,537586375.132959
"125","B","L","B","1","25/50","23401","29.1",0.2368,271937111.098444
"125","B","L","B","2","25/50","23401","29.1",0.2314,262634218.583617
"125","D","L","B","1","25/50","23401","29.1",0.302,384260924.425619
"125","D","L","B","2","25/50","23401","29.1",0.2978,377025341.358531
"125","A","L","B","1","50/100","23401","29.1",0.2836,352562179.560282
"125","A","L","B","2","50/100","23401","29.1",0.2865,357558177.392318
"125","C","L","B","1","50/100","23401","29.1",0.4186,585134492.430966
"125","C","L","B","2","50/100","23401","29.1",0.4106,571352429.446037
"125","E","L","B","1","50/100","23401","29.1",0.3632,489693706.260329
"125","Anc","Anc","B","1","50/100","23401","29.1",0.3778,514845971.207826
"125","B","G","B","1","25/50","23401","29.1",0.2683,326203984.101604
"125","B","G","B","2","25/50","23401","29.1",0.2627,316556540.012153
"125","D","G","B","1","25/50","23401","29.1",0.2983,377886720.295089
"125","D","G","B","2","25/50","23401","29.1",0.2844,353940385.858774
"125","A","G","B","1","50/100","23401","29.1",0.3838,525182518.446523
"125","A","G","B","2","50/100","23401","29.1",0.4021,556708987.524549
"125","C","G","B","1","50/100","23401","29.1",0.3355,441973313.175011
"125","C","G","B","2","50/100","23401","29.1",0.3418,452826687.775643
"125","E","G","B","1","50/100","23401","29.1",0.378,515190522.782449
"125","Anc","Anc","B","2","50/100","23401","29.1",0.366,494517428.305055
"125","B","C","B","1","25/50","23401","29.1",0.2125,230074094.781721
"125","B","C","B","2","25/50","23401","29.1",0.2062,219220720.181089
"125","D","C","B","1","25/50","23401","29.1",0.3012,382882718.127126
"125","D","C","B","2","25/50","23401","29.1",0.2976,376680789.783908
"125","A","C","B","1","50/100","23401","29.1",0.231,261945115.43437
"125","A","C","B","2","50/100","23401","29.1",0.2258,252986774.494166
"125","C","C","B","1","50/100","23401","29.1",0.2786,343948390.194701
"125","C","C","B","2","50/100","23401","29.1",0.2685,326548535.676227
"125","E","C","B","1","50/100","23401","29.1",0.3774,514156868.058579
"125","Anc","Anc","B","3","50/100","23401","29.1",0.3675,497101565.114729
"125","A","L","B","1","25/50","24301","29.0",0.2459,287614207.743801
"125","A","L","B","2","25/50","24301","29.0",0.2497,294160687.661643
"125","C","L","B","1","25/50","24301","29.0",0.2982,377714444.507778
"125","C","L","B","2","25/50","24301","29.0",0.3004,381504511.828633
"125","E","L","B","1","25/50","24301","29.0",0.2894,362554175.224355
"125","Anc","Anc","B","1","25/50","24301","29.0",0.3006,381849063.403257
"125","B","L","B","1","50/100","24301","29.0",0.2597,311388266.392805
"125","B","L","B","2","50/100","24301","29.0",0.2606,312938748.478609
"125","D","L","B","1","50/100","24301","29.0",0.3931,541204166.666503
"125","D","L","B","2","50/100","24301","29.0",0.383,523804312.14803
"125","A","G","B","1","25/50","24301","29.0",0.2926,368067000.418327
"125","A","G","B","2","25/50","24301","29.0",0.2925,367894724.631015
"125","C","G","B","1","25/50","24301","29.0",0.2904,364276933.097471
"125","C","G","B","2","25/50","24301","29.0",0.2896,362898726.798979
"125","E","G","B","1","25/50","24301","29.0",0.3031,386155958.086047
"125","Anc","Anc","B","2","25/50","24301","29.0",0.2972,375991686.634662
"125","B","G","B","1","50/100","24301","29.0",0.3533,472638403.316479
"125","B","G","B","2","50/100","24301","29.0",0.346,460062270.842731
"125","D","G","B","1","50/100","24301","29.0",0.3893,534657686.748662
"125","D","G","B","2","50/100","24301","29.0",0.3835,524665691.084588
"125","A","C","B","1","25/50","24301","29.0",0.2214,245406639.852455
"125","A","C","B","2","25/50","24301","29.0",0.2222,246784846.150948
"125","C","C","B","1","25/50","24301","29.0",0.2772,341536529.172338
"125","C","C","B","2","25/50","24301","29.0",0.2763,339986047.086533
"125","E","C","B","1","25/50","24301","29.0",0.3074,393563816.940447
"125","Anc","Anc","B","3","25/50","24301","29.0",0.2915,366171966.757899
"125","B","C","B","1","50/100","24301","29.0",0.2577,307942750.646572
"125","B","C","B","2","50/100","24301","29.0",0.2458,287441931.95649
"125","D","C","B","1","50/100","24301","29.0",0.3938,542410097.177685
"125","D","C","B","2","50/100","24301","29.0",0.4053,562221812.718521
"125","B","L","B","1","25/50","24301","29.0",0.2475,290370620.340787
"125","B","L","B","2","25/50","24301","29.0",0.2431,282790485.699076
"125","D","L","B","1","25/50","24301","29.0",0.3061,391324231.705395
"125","D","L","B","2","25/50","24301","29.0",0.3043,388223267.533786
"125","A","L","B","1","50/100","24301","29.0",0.3012,382882718.127126
"125","A","L","B","2","50/100","24301","29.0",0.3078,394252920.089693
"125","C","L","B","1","50/100","24301","29.0",0.4275,600467037.5017
"125","C","L","B","2","50/100","24301","29.0",0.4294,603740277.460621
