"Proj","Pop","Treat","Isol","Rep_Well","Media","Time","Temp_C","OD600","cfu_ml"
"7x","A","L","A","1","50","0","26.7",0.0979,42698544.4153102
"7x","A","L","A","1","50","900","30",0.0964,37591613.8951639
"7x","A","L","A","1","50","1800","30",0.0969,39293924.068546
"7x","A","L","A","1","50","2700","30",0.0988,45762702.7273979
"7x","A","L","A","1","50","3600","30",0.1012,53933791.5596319
"7x","A","L","A","1","50","4500","30",0.1019,56317025.8023669
"7x","A","L","A","1","50","5400","30",0.1031,60402570.2184839
"7x","A","L","A","1","50","6300","30",0.1047,65849962.7733066
"7x","A","L","A","1","50","7200","30",0.1058,69595045.1547472
"7x","A","L","A","1","50","8100","30",0.1094,81851678.4030983
"7x","A","L","A","1","50","9000","30",0.1112,87979995.0272738
"7x","A","L","A","1","50","9900","30",0.115,100917552.344978
"7x","A","L","A","1","50","10800","30",0.12,117940654.078799
"7x","A","L","A","1","50","11700","30",0.1255,136666065.986002
"7x","A","L","A","1","50","12600","30",0.1327,161179332.482704
"7x","A","L","A","1","50","13500","30",0.1405,187735371.187464
"7x","A","L","A","1","50","14400","30",0.1525,228590815.348634
"7x","A","L","A","1","50","15300","30",0.1648,270467645.613834
"7x","A","L","A","1","50","16200","30",0.1769,311663551.809681
"7x","A","L","A","1","50","17100","30",0.1877,348433451.554734
"7x","A","L","A","1","50","18000","30",0.2037,402907377.102961
"7x","A","L","A","1","50","18900","30",0.2218,464531005.379392
"7x","A","L","A","1","50","19800","30",0.2394,524452323.482442
"7x","A","L","A","1","50","20700","30",0.2596,593225654.487078
"7x","A","L","A","1","50","21600","30",0.2886,691959644.54324
"7x","A","L","A","1","50","22500","30",0.3051,748135880.264849
"7x","A","L","A","1","50","23400","30",0.3252,816568749.234809
"7x","A","L","A","1","50","24300","30",0.3463,888406238.551533
"7x","A","L","A","1","50","25200","30",0.3627,944242012.238466
"7x","A","L","A","1","50","26100","30",0.3792,1000418247.96007
"7x","A","L","A","1","50","27000","30",0.3982,1065106034.54859
"7x","A","L","A","1","50","27900","30",0.4013,1075660357.62356
"7x","A","L","A","1","50","28800","30",0.4092,1102556858.363
"7x","A","L","A","1","50","29700","30",0.4157,1124686890.61697
"7x","A","L","A","1","50","30600","30",0.4195,1137624447.93467
"7x","A","L","A","1","50","31500","30",0.4254,1157711707.98058
"7x","A","L","A","1","50","32400","30",0.4335,1185289132.78937
"7x","A","L","A","1","50","33300","30",0.439,1204014544.69657
"7x","A","L","A","1","50","34200","30",0.4483,1235677513.92148
"7x","A","L","A","1","50","35100","30",0.4552,1259169394.31415
"7x","A","L","A","1","50","36000","30",0.4624,1283682660.81085
"7x","A","L","A","1","50","36900","30",0.4744,1324538104.97202
"7x","A","L","A","1","50","37800","30",0.4863,1365053087.09852
"7x","A","L","A","1","50","38700","30",0.5026,1420548398.75077
"7x","A","L","A","1","50","39600","30",0.5118,1451870905.94101
"7x","A","L","A","1","50","40500","30",0.5258,1499535590.7957
"7x","A","L","A","1","50","41400","30",0.5411,1551626282.1012
"7x","A","L","A","1","50","42300","30",0.5522,1589417567.95028
"7x","A","L","A","1","50","43200","30",0.5821,1691215716.31853
"7x","A","L","A","1","50","44100","30",0.5954,1736497166.93049
"7x","A","L","A","1","50","45000","30",0.6111,1789949706.37469
"7x","A","L","A","1","50","45900","30",0.6337,1866894126.21156
"7x","A","L","A","1","50","46800","30",0.6544,1937369767.38958
"7x","A","L","A","1","50","47700","30",0.6643,1971075508.82254
"7x","A","L","A","1","50","48600","30",0.6727,1999674319.73536
"7x","A","L","A","1","50","49500","30",0.6856,2043593922.20862
"7x","A","L","A","1","50","50400","30",0.7099,2126326196.63499
"7x","A","L","A","1","50","51300","30",0.7321,2201908768.33315
"7x","A","L","A","1","50","52200","30",0.7623,2304728302.80543
"7x","A","L","A","1","50","53100","30",0.7862,2386098729.0931
"7x","A","L","A","1","50","54000","30",0.8095,2465426383.1727
"7x","A","L","A","2","50","0","26.7",0.0946,31463297.2709884
"7x","A","L","A","2","50","900","30",0.0958,35548841.6871054
"7x","A","L","A","2","50","1800","30",0.0972,40315310.1725752
"7x","A","L","A","2","50","2700","30",0.0985,44741316.6233687
"7x","A","L","A","2","50","3600","30",0.1,49848247.143515
"7x","A","L","A","2","50","4500","30",0.1017,55636101.733014
"7x","A","L","A","2","50","5400","30",0.103,60062108.1838075
"7x","A","L","A","2","50","6300","30",0.1053,67892734.9813651
"7x","A","L","A","2","50","7200","30",0.1068,72999665.5015114
"7x","A","L","A","2","50","8100","30",0.1113,88320457.0619502
"7x","A","L","A","2","50","9000","30",0.1154,102279400.483683
"7x","A","L","A","2","50","9900","30",0.1189,114195571.697358
"7x","A","L","A","2","50","10800","30",0.1266,140411148.367442
"7x","A","L","A","2","50","11700","30",0.1319,158455636.205292
"7x","A","L","A","2","50","12600","30",0.1425,194544611.880993
"7x","A","L","A","2","50","13500","30",0.1534,231654973.660722
"7x","A","L","A","2","50","14400","30",0.1632,265020253.059011
"7x","A","L","A","2","50","15300","30",0.1766,310642165.705651
"7x","A","L","A","2","50","16200","30",0.1926,365116091.253878
"7x","A","L","A","2","50","17100","30",0.2067,413121238.143253
"7x","A","L","A","2","50","18000","30",0.2231,468957011.830186
"7x","A","L","A","2","50","18900","30",0.2403,527516481.79453
"7x","A","L","A","2","50","19800","30",0.2632,605482287.73543
"7x","A","L","A","2","50","20700","30",0.283,672893770.60136
"7x","A","L","A","2","50","21600","30",0.3026,739624329.397938
"7x","A","L","A","2","50","22500","30",0.3206,800907495.639693
"7x","A","L","A","2","50","23400","30",0.337,856743269.326626
"7x","A","L","A","2","50","24300","30",0.3512,905088878.250678
"7x","A","L","A","2","50","25200","30",0.3666,957520031.590846
"7x","A","L","A","2","50","26100","30",0.3716,974543133.324667
"7x","A","L","A","2","50","27000","30",0.3777,995311317.439928
"7x","A","L","A","2","50","27900","30",0.3813,1007567950.68828
"7x","A","L","A","2","50","28800","30",0.3845,1018462735.79792
"7x","A","L","A","2","50","29700","30",0.3886,1032421679.21966
"7x","A","L","A","2","50","30600","30",0.3936,1049444780.95348
"7x","A","L","A","2","50","31500","30",0.4006,1073277123.38083
"7x","A","L","A","2","50","32400","30",0.4069,1094726231.56544
"7x","A","L","A","2","50","33300","30",0.413,1115494415.6807
"7x","A","L","A","2","50","34200","30",0.417,1129112897.06776
"7x","A","L","A","2","50","35100","30",0.428,1166563720.88217
"7x","A","L","A","2","50","36000","30",0.4369,1196864841.96837
"7x","A","L","A","2","50","36900","30",0.4453,1225463652.88119
"7x","A","L","A","2","50","37800","30",0.4552,1259169394.31415
"7x","A","L","A","2","50","38700","30",0.4686,1304791306.96079
"7x","A","L","A","2","50","39600","30",0.5002,1412377309.91854
"7x","A","L","A","2","50","40500","30",0.5092,1443018893.03942
"7x","A","L","A","2","50","41400","30",0.5184,1474341400.22965
"7x","A","L","A","2","50","42300","30",0.5368,1536986414.61011
"7x","A","L","A","2","50","43200","30",0.5697,1648998424.01865
"7x","A","L","A","2","50","44100","30",0.5571,1606100207.64942
"7x","A","L","A","2","50","45000","30",0.5719,1656488588.78153
"7x","A","L","A","2","50","45900","30",0.6093,1783821389.75051
"7x","A","L","A","2","50","46800","30",0.6245,1835571619.02133
"7x","A","L","A","2","50","47700","30",0.6574,1947583628.42987
"7x","A","L","A","2","50","48600","30",0.6916,2064021644.28921
"7x","A","L","A","2","50","49500","30",0.7083,2120878804.08017
"7x","A","L","A","2","50","50400","30",0.7291,2191694907.29286
"7x","A","L","A","2","50","51300","30",0.7453,2246849756.91044
"7x","A","L","A","2","50","52200","30",0.7622,2304387840.77076
"7x","A","L","A","2","50","53100","30",0.7678,2323453714.71264
"7x","A","L","A","2","50","54000","30",0.7773,2355797608.0069
"7x","C","L","A","1","50","0","26.7",0.0991,46784088.8314272
"7x","C","L","A","1","50","900","30",0.1053,67892734.9813651
"7x","C","L","A","1","50","1800","30",0.1048,66190424.807983
"7x","C","L","A","1","50","2700","30",0.1058,69595045.1547472
"7x","C","L","A","1","50","3600","30",0.1069,73340127.5361878
"7x","C","L","A","1","50","4500","30",0.1086,79127982.1256869
"7x","C","L","A","1","50","5400","30",0.1102,84575374.6805096
"7x","C","L","A","1","50","6300","30",0.1116,89341843.1659795
"7x","C","L","A","1","50","7200","30",0.1157,103300786.587713
"7x","C","L","A","1","50","8100","30",0.1212,122026198.494916
"7x","C","L","A","1","50","9000","30",0.1248,134282831.743267
"7x","C","L","A","1","50","9900","30",0.1296,150625009.407735
"7x","C","L","A","1","50","10800","30",0.1353,170031345.384291
"7x","C","L","A","1","50","11700","30",0.1457,205439396.990638
"7x","C","L","A","1","50","12600","30",0.156,240506986.562309
"7x","C","L","A","1","50","13500","30",0.1639,267403487.301746
"7x","C","L","A","1","50","14400","30",0.1823,330048501.682207
"7x","C","L","A","1","50","15300","30",0.2046,405971535.415048
"7x","C","L","A","1","50","16200","30",0.2281,485980113.564007
"7x","C","L","A","1","50","17100","30",0.2532,571436084.267788
"7x","C","L","A","1","50","18000","30",0.2851,680043473.329565
"7x","C","L","A","1","50","18900","30",0.3148,781160697.628461
"7x","C","L","A","1","50","19800","30",0.3537,913600429.117588
"7x","C","L","A","1","50","20700","30",0.3675,960584189.902934
"7x","C","L","A","1","50","21600","30",0.3914,1041954616.1906
"7x","C","L","A","1","50","22500","30",0.413,1115494415.6807
"7x","C","L","A","1","50","23400","30",0.4278,1165882796.81281
"7x","C","L","A","1","50","24300","30",0.4397,1206397778.93931
"7x","C","L","A","1","50","25200","30",0.4506,1243508140.71904
"7x","C","L","A","1","50","26100","30",0.4651,1292875135.74712
"7x","C","L","A","1","50","27000","30",0.4766,1332028269.73491
"7x","C","L","A","1","50","27900","30",0.487,1367436321.34125
"7x","C","L","A","1","50","28800","30",0.4998,1411015461.77983
"7x","C","L","A","1","50","29700","30",0.5169,1469234469.7095
"7x","C","L","A","1","50","30600","30",0.5308,1516558692.52952
"7x","C","L","A","1","50","31500","30",0.5452,1565585225.52293
"7x","C","L","A","1","50","32400","30",0.5612,1620059151.07116
"7x","C","L","A","1","50","33300","30",0.5726,1658871823.02427
"7x","C","L","A","1","50","34200","30",0.5875,1709600666.19105
"7x","C","L","A","1","50","35100","30",0.6065,1774288452.77957
"7x","C","L","A","1","50","36000","30",0.6242,1834550232.9173
"7x","C","L","A","1","50","36900","30",0.6454,1906728184.2687
"7x","C","L","A","1","50","37800","30",0.6676,1982310755.96686
"7x","C","L","A","1","50","38700","30",0.6889,2054829169.35294
"7x","C","L","A","1","50","39600","30",0.71,2126666658.66967
"7x","C","L","A","1","50","40500","30",0.7285,2189652135.0848
"7x","C","L","A","1","50","41400","30",0.7456,2247871143.01447
"7x","C","L","A","1","50","42300","30",0.7617,2302685530.59737
"7x","C","L","A","1","50","43200","30",0.7753,2348988367.31337
"7x","C","L","A","1","50","44100","30",0.7895,2397333976.23742
"7x","C","L","A","1","50","45000","30",0.8134,2478704402.52508
"7x","C","L","A","1","50","45900","30",0.8143,2481768560.83717
"7x","C","L","A","1","50","46800","30",0.8239,2514452916.16611
"7x","C","L","A","1","50","47700","30",0.8384,2563819911.19419
"7x","C","L","A","1","50","48600","30",0.8468,2592418722.10701
"7x","C","L","A","1","50","49500","30",0.854,2616931988.60371
"7x","C","L","A","1","50","50400","30",0.866,2657787432.76488
"7x","C","L","A","1","50","51300","30",0.8759,2691493174.19784
"7x","C","L","A","1","50","52200","30",0.8907,2741881555.32995
"7x","C","L","A","1","50","53100","30",0.9046,2789205778.14998
"7x","C","L","A","1","50","54000","30",0.9173,2832444456.55388
"7x","C","L","A","2","50","0","26.7",0.1045,65169038.7039537
"7x","C","L","A","2","50","900","30",0.1054,68233197.0160415
"7x","C","L","A","2","50","1800","30",0.1067,72659203.466835
"7x","C","L","A","2","50","2700","30",0.1073,74701975.6748935
"7x","C","L","A","2","50","3600","30",0.1085,78787520.0910105
"7x","C","L","A","2","50","4500","30",0.1102,84575374.6805096
"7x","C","L","A","2","50","5400","30",0.1114,88660919.0966266
"7x","C","L","A","2","50","6300","30",0.1135,95810621.8248314
"7x","C","L","A","2","50","7200","30",0.117,107726793.038506
"7x","C","L","A","2","50","8100","30",0.121,121345274.425563
"7x","C","L","A","2","50","9000","30",0.1251,135304217.847296
"7x","C","L","A","2","50","9900","30",0.1305,153689167.719823
"7x","C","L","A","2","50","10800","30",0.1367,174797813.86976
"7x","C","L","A","2","50","11700","30",0.1431,196587384.089051
"7x","C","L","A","2","50","12600","30",0.1548,236421442.146192
"7x","C","L","A","2","50","13500","30",0.178,315408634.191121
"7x","C","L","A","2","50","14400","30",0.1729,298045070.422624
"7x","C","L","A","2","50","15300","30",0.1878,348773913.58941
"7x","C","L","A","2","50","16200","30",0.2117,430144339.877074
"7x","C","L","A","2","50","17100","30",0.2437,539092190.973528
"7x","C","L","A","2","50","18000","30",0.265,611610604.359605
"7x","C","L","A","2","50","18900","30",0.2992,728048620.21894
"7x","C","L","A","2","50","19800","30",0.3269,822356603.824308
"7x","C","L","A","2","50","20700","30",0.3694,967052968.561786
"7x","C","L","A","2","50","21600","30",0.3856,1022207818.17937
"7x","C","L","A","2","50","22500","30",0.4056,1090300225.11465
"7x","C","L","A","2","50","23400","30",0.4276,1165201872.74346
"7x","C","L","A","2","50","24300","30",0.4442,1221718570.49975
"7x","C","L","A","2","50","25200","30",0.455,1258488470.2448
"7x","C","L","A","2","50","26100","30",0.4679,1302408072.71806
"7x","C","L","A","2","50","27000","30",0.4833,1354839226.05823
"7x","C","L","A","2","50","27900","30",0.4962,1398758828.53148
"7x","C","L","A","2","50","28800","30",0.5048,1428038563.51366
"7x","C","L","A","2","50","29700","30",0.52,1479788792.78447
"7x","C","L","A","2","50","30600","30",0.5369,1537326876.64479
"7x","C","L","A","2","50","31500","30",0.5507,1584310637.43013
"7x","C","L","A","2","50","32400","30",0.5671,1640146411.11706
"7x","C","L","A","2","50","33300","30",0.5818,1690194330.2145
"7x","C","L","A","2","50","34200","30",0.598,1745349179.83208
"7x","C","L","A","2","50","35100","30",0.615,1803227725.72707
"7x","C","L","A","2","50","36000","30",0.6368,1877448449.28653
"7x","C","L","A","2","50","36900","30",0.6574,1947583628.42987
"7x","C","L","A","2","50","37800","30",0.6816,2029975440.82156
"7x","C","L","A","2","50","38700","30",0.7058,2112367253.21326
"7x","C","L","A","2","50","39600","30",0.7293,2192375831.36221
"7x","C","L","A","2","50","40500","30",0.7545,2278172264.10067
"7x","C","L","A","2","50","41400","30",0.7719,2337412658.13437
"7x","C","L","A","2","50","42300","30",0.7928,2408569223.38174
"7x","C","L","A","2","50","43200","30",0.806,2453510211.95903
"7x","C","L","A","2","50","44100","30",0.8211,2504919979.19517
"7x","C","L","A","2","50","45000","30",0.8368,2558372518.63936
"7x","C","L","A","2","50","45900","30",0.8509,2606377665.52874
"7x","C","L","A","2","50","46800","30",0.8663,2658808818.86891
"7x","C","L","A","2","50","47700","30",0.878,2698642876.92605
"7x","C","L","A","2","50","48600","30",0.8881,2733029542.42837
"7x","C","L","A","2","50","49500","30",0.8968,2762649739.44522
"7x","C","L","A","2","50","50400","30",0.9103,2808612114.12653
"7x","C","L","A","2","50","51300","30",0.9236,2853893564.7385
"7x","C","L","A","2","50","52200","30",0.9388,2905643794.00931
"7x","C","L","A","2","50","53100","30",0.9518,2949903858.51725
"7x","C","L","A","2","50","54000","30",0.9635,2989737916.57439
"7x","E","C","A","1","50","0","26.7",0.1002,50529171.2128678
"7x","E","C","A","1","50","900","30",0.1025,58359798.0104254
"7x","E","C","A","1","50","1800","30",0.1029,59721646.1491311
"7x","E","C","A","1","50","2700","30",0.1027,59040722.0797783
"7x","E","C","A","1","50","3600","30",0.1026,58700260.0451018
"7x","E","C","A","1","50","4500","30",0.1026,58700260.0451018
"7x","E","C","A","1","50","5400","30",0.1029,59721646.1491311
"7x","E","C","A","1","50","6300","30",0.1043,64488114.6346009
"7x","E","C","A","1","50","7200","30",0.1062,70956893.2934529
"7x","E","C","A","1","50","8100","30",0.1086,79127982.1256869
"7x","E","C","A","1","50","9000","30",0.1118,90022767.2353323
"7x","E","C","A","1","50","9900","30",0.1161,104662634.726418
"7x","E","C","A","1","50","10800","30",0.1227,127133129.015062
"7x","E","C","A","1","50","11700","30",0.13,151986857.54644
"7x","E","C","A","1","50","12600","30",0.141,189437681.360846
"7x","E","C","A","1","50","13500","30",0.1538,233016821.799428
"7x","E","C","A","1","50","14400","30",0.1641,268084411.371099
"7x","E","C","A","1","50","15300","30",0.1794,320175102.676591
"7x","E","C","A","1","50","16200","30",0.2087,419930478.836782
"7x","E","C","A","1","50","17100","30",0.2552,578245324.961316
"7x","E","C","A","1","50","18000","30",0.2691,625569547.781338
"7x","E","C","A","1","50","18900","30",0.3031,741326639.57132
"7x","E","C","A","1","50","19800","30",0.3354,851295876.771803
"7x","E","C","A","1","50","20700","30",0.3698,968414816.700491
"7x","E","C","A","1","50","21600","30",0.3897,1036166761.6011
"7x","E","C","A","1","50","22500","30",0.4095,1103578244.46703
"7x","E","C","A","1","50","23400","30",0.428,1166563720.88217
"7x","E","C","A","1","50","24300","30",0.4424,1215590253.87557
"7x","E","C","A","1","50","25200","30",0.456,1261893090.59156
"7x","E","C","A","1","50","26100","30",0.4703,1310579161.55029
"7x","E","C","A","1","50","27000","30",0.4854,1361988928.78643
"7x","E","C","A","1","50","27900","30",0.4993,1409313151.60645
"7x","E","C","A","1","50","28800","30",0.5082,1439614272.69265
"7x","E","C","A","1","50","29700","30",0.5231,1490343115.85944
"7x","E","C","A","1","50","30600","30",0.5358,1533581794.26335
"7x","E","C","A","1","50","31500","30",0.5455,1566606611.62696
"7x","E","C","A","1","50","32400","30",0.5515,1587034333.70754
"7x","E","C","A","1","50","33300","30",0.5573,1606781131.71878
"7x","E","C","A","1","50","34200","30",0.5672,1640486873.15174
"7x","E","C","A","1","50","35100","30",0.5807,1686449247.83306
"7x","E","C","A","1","50","36000","30",0.5959,1738199477.10387
"7x","E","C","A","1","50","36900","30",0.6152,1803908649.79642
"7x","E","C","A","1","50","37800","30",0.6321,1861446733.65674
"7x","E","C","A","1","50","38700","30",0.6484,1916942045.30899
"7x","E","C","A","1","50","39600","30",0.6651,1973799205.09995
"7x","E","C","A","1","50","40500","30",0.6797,2023506662.16271
"7x","E","C","A","1","50","41400","30",0.6939,2071852271.08676
"7x","E","C","A","1","50","42300","30",0.7076,2118495569.83743
"7x","E","C","A","1","50","43200","30",0.7216,2166160254.69213
"7x","E","C","A","1","50","44100","30",0.7369,2218250945.99762
"7x","E","C","A","1","50","45000","30",0.75,2262851472.54023
"7x","E","C","A","1","50","45900","30",0.76,2296897676.00788
"7x","E","C","A","1","50","46800","30",0.771,2334348499.82228
"7x","E","C","A","1","50","47700","30",0.7826,2373842095.84475
"7x","E","C","A","1","50","48600","30",0.7965,2421166318.66477
"7x","E","C","A","1","50","49500","30",0.8026,2441934502.78003
"7x","E","C","A","1","50","50400","30",0.809,2463724072.99932
"7x","E","C","A","1","50","51300","30",0.8159,2487215953.39199
"7x","E","C","A","1","50","52200","30",0.8222,2508665061.57661
"7x","E","C","A","1","50","53100","30",0.8308,2537944796.55878
"7x","E","C","A","1","50","54000","30",0.8448,2585609481.41348
"7x","E","C","A","2","50","0","26.7",0.0992,47124550.8661036
"7x","E","C","A","2","50","900","30",0.1005,51550557.3168971
"7x","E","C","A","2","50","1800","30",0.0999,49507785.1088386
"7x","E","C","A","2","50","2700","30",0.0991,46784088.8314272
"7x","E","C","A","2","50","3600","30",0.0991,46784088.8314272
"7x","E","C","A","2","50","4500","30",0.0987,45422240.6927215
"7x","E","C","A","2","50","5400","30",0.0998,49167323.0741621
"7x","E","C","A","2","50","6300","30",0.1018,55976563.7676905
"7x","E","C","A","2","50","7200","30",0.1027,59040722.0797783
"7x","E","C","A","2","50","8100","30",0.1059,69935507.1894236
"7x","E","C","A","2","50","9000","30",0.1089,80149368.2297162
"7x","E","C","A","2","50","9900","30",0.1122,91384615.374038
"7x","E","C","A","2","50","10800","30",0.1159,103981710.657065
"7x","E","C","A","2","50","11700","30",0.1243,132580521.569885
"7x","E","C","A","2","50","12600","30",0.1343,166626725.037526
"7x","E","C","A","2","50","13500","30",0.1414,190799529.499552
"7x","E","C","A","2","50","14400","30",0.1575,245613917.082455
"7x","E","C","A","2","50","15300","30",0.1704,289533519.555713
"7x","E","C","A","2","50","16200","30",0.1937,368861173.635319
"7x","E","C","A","2","50","17100","30",0.2173,449210213.818953
"7x","E","C","A","2","50","18000","30",0.2435,538411266.904175
"7x","E","C","A","2","50","18900","30",0.2742,642933111.549835
"7x","E","C","A","2","50","19800","30",0.3094,762775747.755935
"7x","E","C","A","2","50","20700","30",0.3382,860828813.742743
"7x","E","C","A","2","50","21600","30",0.3572,925516600.331263
"7x","E","C","A","2","50","22500","30",0.3821,1010291646.96569
"7x","E","C","A","2","50","23400","30",0.4017,1077022205.76227
"7x","E","C","A","2","50","24300","30",0.4183,1133538903.51855
"7x","E","C","A","2","50","25200","30",0.4337,1185970056.85872
"7x","E","C","A","2","50","26100","30",0.4423,1215249791.84089
"7x","E","C","A","2","50","27000","30",0.4559,1261552628.55689
"7x","E","C","A","2","50","27900","30",0.4707,1311941009.689
"7x","E","C","A","2","50","28800","30",0.48,1343603978.9139
"7x","E","C","A","2","50","29700","30",0.4923,1385480809.1791
"7x","E","C","A","2","50","30600","30",0.5054,1430081335.72171
"7x","E","C","A","2","50","31500","30",0.5155,1464468001.22403
"7x","E","C","A","2","50","32400","30",0.5206,1481831564.99253
"7x","E","C","A","2","50","33300","30",0.5286,1509068527.76664
"7x","E","C","A","2","50","34200","30",0.5323,1521665623.04967
"7x","E","C","A","2","50","35100","30",0.5456,1566947073.66163
"7x","E","C","A","2","50","36000","30",0.5602,1616654530.72439
"7x","E","C","A","2","50","36900","30",0.5777,1676235386.79276
"7x","E","C","A","2","50","37800","30",0.5961,1738880401.17323
"7x","E","C","A","2","50","38700","30",0.615,1803227725.72707
"7x","E","C","A","2","50","39600","30",0.6308,1857020727.20594
"7x","E","C","A","2","50","40500","30",0.658,1949626400.63793
"7x","E","C","A","2","50","41400","30",0.6611,1960180723.7129
"7x","E","C","A","2","50","42300","30",0.6763,2011930952.98371
"7x","E","C","A","2","50","43200","30",0.6905,2060276561.90776
"7x","E","C","A","2","50","44100","30",0.7066,2115090949.49067
"7x","E","C","A","2","50","45000","30",0.7247,2176714577.7671
"7x","E","C","A","2","50","45900","30",0.7295,2193056755.43157
"7x","E","C","A","2","50","46800","30",0.7409,2231869427.38468
"7x","E","C","A","2","50","47700","30",0.7481,2256382693.88138
"7x","E","C","A","2","50","48600","30",0.7601,2297238138.04255
"7x","E","C","A","2","50","49500","30",0.7705,2332646189.6489
"7x","E","C","A","2","50","50400","30",0.7793,2362606848.70042
"7x","E","C","A","2","50","51300","30",0.7854,2383375032.81569
"7x","E","C","A","2","50","52200","30",0.7896,2397674438.27209
"7x","E","C","A","2","50","53100","30",0.7957,2418442622.38736
"7x","E","C","A","2","50","54000","30",0.8024,2441253578.71068
"7x","A","C","A","1","100","0","26.7",0.0897,14780657.5718439
"7x","A","C","A","1","100","900","30",0.0978,42358082.3806338
"7x","A","C","A","1","100","1800","30",0.0991,46784088.8314272
"7x","A","C","A","1","100","2700","30",0.1004,51210095.2822207
"7x","A","C","A","1","100","3600","30",0.1017,55636101.733014
"7x","A","C","A","1","100","4500","30",0.1011,53593329.5249555
"7x","A","C","A","1","100","5400","30",0.1024,58019335.975749
"7x","A","C","A","1","100","6300","30",0.1044,64828576.6692774
"7x","A","C","A","1","100","7200","30",0.1069,73340127.5361878
"7x","A","C","A","1","100","8100","30",0.1083,78106596.0216576
"7x","A","C","A","1","100","9000","30",0.1147,99896166.2409484
"7x","A","C","A","1","100","9900","30",0.1183,112152799.489299
"7x","A","C","A","1","100","10800","30",0.1234,129516363.257797
"7x","A","C","A","1","100","11700","30",0.1305,153689167.719823
"7x","A","C","A","1","100","12600","30",0.1423,193863687.81164
"7x","A","C","A","1","100","13500","30",0.1695,286469361.243626
"7x","A","C","A","1","100","14400","30",0.1973,381117806.88367
"7x","A","C","A","1","100","15300","30",0.2124,432527574.119809
"7x","A","C","A","1","100","16200","30",0.2335,504365063.436533
"7x","A","C","A","1","100","17100","30",0.2581,588118723.966932
"7x","A","C","A","1","100","18000","30",0.2957,716132449.005265
"7x","A","C","A","1","100","18900","30",0.3403,867978516.470948
"7x","A","C","A","1","100","19800","30",0.3783,997354089.647987
"7x","A","C","A","1","100","20700","30",0.4252,1157030783.91123
"7x","A","C","A","1","100","21600","30",0.4833,1354839226.05823
"7x","A","C","A","1","100","22500","30",0.5276,1505663907.41988
"7x","A","C","A","1","100","23400","30",0.5836,1696322646.83867
"7x","A","C","A","1","100","24300","30",0.6135,1798120795.20692
"7x","A","C","A","1","100","25200","30",0.6496,1921027589.72511
"7x","A","C","A","1","100","26100","30",0.6672,1980948907.82816
"7x","A","C","A","1","100","27000","30",0.6864,2046317618.48603
"7x","A","C","A","1","100","27900","30",0.7202,2161393786.20666
"7x","A","C","A","1","100","28800","30",0.7514,2267617941.0257
"7x","A","C","A","1","100","29700","30",0.7813,2369416089.39395
"7x","A","C","A","1","100","30600","30",0.8062,2454191136.02838
"7x","A","C","A","1","100","31500","30",0.821,2504579517.16049
"7x","A","C","A","1","100","32400","30",0.8426,2578119316.6506
"7x","A","C","A","1","100","33300","30",0.8647,2653361426.31409
"7x","A","C","A","1","100","34200","30",0.8886,2734731852.60175
"7x","A","C","A","1","100","35100","30",0.9102,2808271652.09186
"7x","A","C","A","1","100","36000","30",0.9346,2891344388.5529
"7x","A","C","A","1","100","36900","30",0.9583,2972033890.77121
"7x","A","C","A","1","100","37800","30",0.9876,3071789266.9314
"7x","A","C","A","1","100","38700","30",1.0077,3140222135.90136
"7x","A","C","A","1","100","39600","30",1.0294,3214102397.42615
"7x","A","C","A","1","100","40500","30",1.0538,3297175133.88719
"7x","A","C","A","1","100","41400","30",1.0744,3367310313.03053
"7x","A","C","A","1","100","42300","30",1.095,3437445492.17388
"7x","A","C","A","1","100","43200","30",1.116,3508942519.45592
"7x","A","C","A","1","100","44100","30",1.1349,3573289844.00977
"7x","A","C","A","1","100","45000","30",1.1531,3635253934.32088
"7x","A","C","A","1","100","45900","30",1.1719,3699260796.84004
"7x","A","C","A","1","100","46800","30",1.1894,3758841652.90841
"7x","A","C","A","1","100","47700","30",1.2067,3817741584.90744
"7x","A","C","A","1","100","48600","30",1.2236,3875279668.76775
"7x","A","C","A","1","100","49500","30",1.2373,3921922967.51842
"7x","A","C","A","1","100","50400","30",1.2532,3976056431.03197
"7x","A","C","A","1","100","51300","30",1.2696,4031892204.7189
"7x","A","C","A","1","100","52200","30",1.2831,4077854579.40022
"7x","A","C","A","1","100","53100","30",1.2931,4111900782.86786
"7x","A","C","A","1","100","54000","30",1.3099,4169098404.6935
"7x","A","C","A","2","100","0","26.7",0.0924,23973132.5081072
"7x","A","C","A","2","100","900","30",0.1015,54955177.6636612
"7x","A","C","A","2","100","1800","30",0.1014,54614715.6289848
"7x","A","C","A","2","100","2700","30",0.1022,57338411.9063962
"7x","A","C","A","2","100","3600","30",0.1051,67211810.9120123
"7x","A","C","A","2","100","4500","30",0.1055,68573659.0507179
"7x","A","C","A","2","100","5400","30",0.109,80489830.2643926
"7x","A","C","A","2","100","6300","30",0.1111,87639532.9925974
"7x","A","C","A","2","100","7200","30",0.1118,90022767.2353323
"7x","A","C","A","2","100","8100","30",0.1145,99215242.1715956
"7x","A","C","A","2","100","9000","30",0.1216,123388046.633621
"7x","A","C","A","2","100","9900","30",0.1191,114876495.766711
"7x","A","C","A","2","100","10800","30",0.1326,160838870.448027
"7x","A","C","A","2","100","11700","30",0.1402,186713985.083435
