"vars_manip_1","vars_manip_2","vars_manip","distrib","phage_disp","Cell_population","Cell2_population","relativecA","relativeI","cA","irate","relativeR","relativeChi","Chi","relativecR","cR","relativeY","Y","relativeb","b","Cell2_Cell1"
"b","Y","b_vs_Y","global_gauss","0",1.4871e+11,1.4871e+11,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.229e+10,1,30,1
"b","Y","b_vs_Y","global_gauss","0",2.6322e+10,2.6322e+10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.229e+10,10,30,1
"b","Y","b_vs_Y","global_gauss","0",7.0203e+10,7.0203e+10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.229e+10,3.1623,30,1
"b","Y","b_vs_Y","global_gauss","0",2.3012e+11,2.3012e+11,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.229e+10,0.31623,30,1
"b","Y","b_vs_Y","global_gauss","0",9.9059e+10,3.2825e+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19,1.229e+10,0.1,30,33.1368174522254
"b","Y","b_vs_Y","global_gauss","0",9874900000,3.2415e+11,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19,1.229e+10,1,30,32.8256488673303
"b","Y","b_vs_Y","global_gauss","0",1.034e+09,3.2363e+10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19,1.229e+10,10,30,31.2988394584139
"b","Y","b_vs_Y","global_gauss","0",3158100000,1.0232e+11,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19,1.229e+10,3.1623,30,32.3992273835534
"b","Y","b_vs_Y","global_gauss","0",3.1167e+10,1.0297e+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19,1.229e+10,0.31623,30,33.0381493246062
"b","Y","b_vs_Y","global_gauss","0",3012700000,5.421e+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41,1.229e+10,0.1,30,1799.38261360242
"b","Y","b_vs_Y","global_gauss","0",310180000,3.7461e+11,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41,1.229e+10,1,30,1207.71809916822
"b","Y","b_vs_Y","global_gauss","0",80107000,3.6344e+10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41,1.229e+10,10,30,453.693185364575
"b","Y","b_vs_Y","global_gauss","0",138860000,1.157e+11,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41,1.229e+10,3.1623,30,833.213308368141
"b","Y","b_vs_Y","global_gauss","0",824540000,1.2806e+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41,1.229e+10,0.31623,30,1553.10839983506
"b","Y","b_vs_Y","global_gauss","0",2.9741e+11,1599200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71,1.229e+10,0.1,30,0.00537708886722034
"b","Y","b_vs_Y","global_gauss","0",2.9629e+11,1527100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71,1.229e+10,1,30,0.00515407202403051
"b","Y","b_vs_Y","global_gauss","0",2.8365e+11,1.413e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71,1.229e+10,10,30,0.00498149127445796
"b","Y","b_vs_Y","global_gauss","0",2.9341e+11,1476900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71,1.229e+10,3.1623,30,0.00503357077127569
"b","Y","b_vs_Y","global_gauss","0",2.9714e+11,1572600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71,1.229e+10,0.31623,30,0.00529245473514168
"b","cA","b_vs_cA","no_paras","0",5.8346e+15,5.8346e+15,0.44,NA,4.17e-16,NA,NA,NA,NA,NA,NA,NA,NA,0.1,30,1
"b","cA","b_vs_cA","no_paras","0",5.8346e+15,5.8346e+15,0.44,NA,4.17e-16,NA,NA,NA,NA,NA,NA,NA,NA,1,30,1
"b","cA","b_vs_cA","no_paras","0",5.8346e+15,5.8346e+15,0.44,NA,4.17e-16,NA,NA,NA,NA,NA,NA,NA,NA,10,30,1
"b","cA","b_vs_cA","no_paras","0",5.8346e+15,5.8346e+15,0.44,NA,4.17e-16,NA,NA,NA,NA,NA,NA,NA,NA,3.1623,30,1
"b","cA","b_vs_cA","no_paras","0",5.8346e+15,5.8346e+15,0.44,NA,4.17e-16,NA,NA,NA,NA,NA,NA,NA,NA,0.31623,30,1
"b","cA","b_vs_cA","no_paras","0",5.9021e+15,5.9021e+15,0.67,NA,4.17e-16,NA,NA,NA,NA,NA,NA,NA,NA,0.1,30,1
"b","cA","b_vs_cA","no_paras","0",5.9021e+15,5.9021e+15,0.67,NA,4.17e-16,NA,NA,NA,NA,NA,NA,NA,NA,1,30,1
"b","cA","b_vs_cA","no_paras","0",5.9021e+15,5.9021e+15,0.67,NA,4.17e-16,NA,NA,NA,NA,NA,NA,NA,NA,10,30,1
"b","cA","b_vs_cA","no_paras","0",5.9021e+15,5.9021e+15,0.67,NA,4.17e-16,NA,NA,NA,NA,NA,NA,NA,NA,3.1623,30,1
"b","cA","b_vs_cA","no_paras","0",5.9021e+15,5.9021e+15,0.67,NA,4.17e-16,NA,NA,NA,NA,NA,NA,NA,NA,0.31623,30,1
"b","cA","b_vs_cA","no_paras","0",5.9835e+15,5.9835e+15,1,NA,4.17e-16,NA,NA,NA,NA,NA,NA,NA,NA,0.1,30,1
"b","cA","b_vs_cA","no_paras","0",5.9835e+15,5.9835e+15,1,NA,4.17e-16,NA,NA,NA,NA,NA,NA,NA,NA,1,30,1
"b","cA","b_vs_cA","no_paras","0",5.9835e+15,5.9835e+15,1,NA,4.17e-16,NA,NA,NA,NA,NA,NA,NA,NA,10,30,1
"b","cA","b_vs_cA","no_paras","0",5.9835e+15,5.9835e+15,1,NA,4.17e-16,NA,NA,NA,NA,NA,NA,NA,NA,3.1623,30,1
"b","cA","b_vs_cA","no_paras","0",5.9835e+15,5.9835e+15,1,NA,4.17e-16,NA,NA,NA,NA,NA,NA,NA,NA,0.31623,30,1
"b","cA","b_vs_cA","no_paras","0",6.0796e+15,6.0796e+15,1.5,NA,4.17e-16,NA,NA,NA,NA,NA,NA,NA,NA,0.1,30,1
"b","cA","b_vs_cA","no_paras","0",6.0796e+15,6.0796e+15,1.5,NA,4.17e-16,NA,NA,NA,NA,NA,NA,NA,NA,1,30,1
"b","cA","b_vs_cA","no_paras","0",6.0796e+15,6.0796e+15,1.5,NA,4.17e-16,NA,NA,NA,NA,NA,NA,NA,NA,10,30,1
"b","cA","b_vs_cA","no_paras","0",6.0796e+15,6.0796e+15,1.5,NA,4.17e-16,NA,NA,NA,NA,NA,NA,NA,NA,3.1623,30,1
"b","cA","b_vs_cA","no_paras","0",6.0796e+15,6.0796e+15,1.5,NA,4.17e-16,NA,NA,NA,NA,NA,NA,NA,NA,0.31623,30,1
"b","cA","b_vs_cA","no_paras","0",6.1811e+15,6.1811e+15,2.25,NA,4.17e-16,NA,NA,NA,NA,NA,NA,NA,NA,0.1,30,1
"b","cA","b_vs_cA","no_paras","0",6.1811e+15,6.1811e+15,2.25,NA,4.17e-16,NA,NA,NA,NA,NA,NA,NA,NA,1,30,1
"b","cA","b_vs_cA","no_paras","0",6.1811e+15,6.1811e+15,2.25,NA,4.17e-16,NA,NA,NA,NA,NA,NA,NA,NA,10,30,1
"b","cA","b_vs_cA","no_paras","0",6.1811e+15,6.1811e+15,2.25,NA,4.17e-16,NA,NA,NA,NA,NA,NA,NA,NA,3.1623,30,1
"b","cA","b_vs_cA","no_paras","0",6.1811e+15,6.1811e+15,2.25,NA,4.17e-16,NA,NA,NA,NA,NA,NA,NA,NA,0.31623,30,1
"b","Chi","b_vs_Chi","no_paras","0",8.2712e+15,3.4683e+15,NA,NA,NA,NA,NA,0.42,315,NA,NA,NA,NA,0.1,30,0.419322468323822
"b","Chi","b_vs_Chi","no_paras","0",8.2712e+15,3.4683e+15,NA,NA,NA,NA,NA,0.42,315,NA,NA,NA,NA,1,30,0.419322468323822
"b","Chi","b_vs_Chi","no_paras","0",8.2712e+15,3.4683e+15,NA,NA,NA,NA,NA,0.42,315,NA,NA,NA,NA,10,30,0.419322468323822
"b","Chi","b_vs_Chi","no_paras","0",8.2712e+15,3.4683e+15,NA,NA,NA,NA,NA,0.42,315,NA,NA,NA,NA,3.1623,30,0.419322468323822
"b","Chi","b_vs_Chi","no_paras","0",8.2712e+15,3.4683e+15,NA,NA,NA,NA,NA,0.42,315,NA,NA,NA,NA,0.31623,30,0.419322468323822
"b","Chi","b_vs_Chi","no_paras","0",1.865e+15,1.6623e+16,NA,NA,NA,NA,NA,5.62,315,NA,NA,NA,NA,0.1,30,8.91313672922252
"b","Chi","b_vs_Chi","no_paras","0",1.865e+15,1.6623e+16,NA,NA,NA,NA,NA,5.62,315,NA,NA,NA,NA,1,30,8.91313672922252
"b","Chi","b_vs_Chi","no_paras","0",1.865e+15,1.6623e+16,NA,NA,NA,NA,NA,5.62,315,NA,NA,NA,NA,10,30,8.91313672922252
"b","Chi","b_vs_Chi","no_paras","0",1.865e+15,1.6623e+16,NA,NA,NA,NA,NA,5.62,315,NA,NA,NA,NA,3.1623,30,8.91313672922252
"b","Chi","b_vs_Chi","no_paras","0",1.865e+15,1.6623e+16,NA,NA,NA,NA,NA,5.62,315,NA,NA,NA,NA,0.31623,30,8.91313672922252
"b","Chi","b_vs_Chi","no_paras","0",5.9835e+15,5.9835e+15,NA,NA,NA,NA,NA,1,315,NA,NA,NA,NA,0.1,30,1
"b","Chi","b_vs_Chi","no_paras","0",5.9835e+15,5.9835e+15,NA,NA,NA,NA,NA,1,315,NA,NA,NA,NA,1,30,1
"b","Chi","b_vs_Chi","no_paras","0",5.9835e+15,5.9835e+15,NA,NA,NA,NA,NA,1,315,NA,NA,NA,NA,10,30,1
"b","Chi","b_vs_Chi","no_paras","0",5.9835e+15,5.9835e+15,NA,NA,NA,NA,NA,1,315,NA,NA,NA,NA,3.1623,30,1
"b","Chi","b_vs_Chi","no_paras","0",5.9835e+15,5.9835e+15,NA,NA,NA,NA,NA,1,315,NA,NA,NA,NA,0.31623,30,1
"b","Chi","b_vs_Chi","no_paras","0",8.7151e+15,3.005e+15,NA,NA,NA,NA,NA,0.18,315,NA,NA,NA,NA,0.1,30,0.344803846197978
"b","Chi","b_vs_Chi","no_paras","0",8.7151e+15,3.005e+15,NA,NA,NA,NA,NA,0.18,315,NA,NA,NA,NA,1,30,0.344803846197978
"b","Chi","b_vs_Chi","no_paras","0",8.7151e+15,3.005e+15,NA,NA,NA,NA,NA,0.18,315,NA,NA,NA,NA,10,30,0.344803846197978
"b","Chi","b_vs_Chi","no_paras","0",8.7151e+15,3.005e+15,NA,NA,NA,NA,NA,0.18,315,NA,NA,NA,NA,3.1623,30,0.344803846197978
"b","Chi","b_vs_Chi","no_paras","0",8.7151e+15,3.005e+15,NA,NA,NA,NA,NA,0.18,315,NA,NA,NA,NA,0.31623,30,0.344803846197978
"b","Chi","b_vs_Chi","no_paras","0",2.5124e+15,1.2215e+16,NA,NA,NA,NA,NA,2.37,315,NA,NA,NA,NA,0.1,30,4.86188505015125
"b","Chi","b_vs_Chi","no_paras","0",2.5124e+15,1.2215e+16,NA,NA,NA,NA,NA,2.37,315,NA,NA,NA,NA,1,30,4.86188505015125
"b","Chi","b_vs_Chi","no_paras","0",2.5124e+15,1.2215e+16,NA,NA,NA,NA,NA,2.37,315,NA,NA,NA,NA,10,30,4.86188505015125
"b","Chi","b_vs_Chi","no_paras","0",2.5124e+15,1.2215e+16,NA,NA,NA,NA,NA,2.37,315,NA,NA,NA,NA,3.1623,30,4.86188505015125
"b","Chi","b_vs_Chi","no_paras","0",2.5124e+15,1.2215e+16,NA,NA,NA,NA,NA,2.37,315,NA,NA,NA,NA,0.31623,30,4.86188505015125
"b","cR","b_vs_cR","no_paras","0",1.1097e+16,5.5622e+14,NA,NA,NA,NA,NA,NA,NA,0.67,2.25e-14,NA,NA,0.1,30,0.0501234567901235
"b","cR","b_vs_cR","no_paras","0",1.1097e+16,5.5622e+14,NA,NA,NA,NA,NA,NA,NA,0.67,2.25e-14,NA,NA,1,30,0.0501234567901235
"b","cR","b_vs_cR","no_paras","0",1.1097e+16,5.5622e+14,NA,NA,NA,NA,NA,NA,NA,0.67,2.25e-14,NA,NA,10,30,0.0501234567901235
"b","cR","b_vs_cR","no_paras","0",1.1097e+16,5.5622e+14,NA,NA,NA,NA,NA,NA,NA,0.67,2.25e-14,NA,NA,3.1623,30,0.0501234567901235
"b","cR","b_vs_cR","no_paras","0",1.1097e+16,5.5622e+14,NA,NA,NA,NA,NA,NA,NA,0.67,2.25e-14,NA,NA,0.31623,30,0.0501234567901235
"b","cR","b_vs_cR","no_paras","0",5.9835e+15,5.9835e+15,NA,NA,NA,NA,NA,NA,NA,1,2.25e-14,NA,NA,0.1,30,1
"b","cR","b_vs_cR","no_paras","0",5.9835e+15,5.9835e+15,NA,NA,NA,NA,NA,NA,NA,1,2.25e-14,NA,NA,1,30,1
"b","cR","b_vs_cR","no_paras","0",5.9835e+15,5.9835e+15,NA,NA,NA,NA,NA,NA,NA,1,2.25e-14,NA,NA,10,30,1
"b","cR","b_vs_cR","no_paras","0",5.9835e+15,5.9835e+15,NA,NA,NA,NA,NA,NA,NA,1,2.25e-14,NA,NA,3.1623,30,1
"b","cR","b_vs_cR","no_paras","0",5.9835e+15,5.9835e+15,NA,NA,NA,NA,NA,NA,NA,1,2.25e-14,NA,NA,0.31623,30,1
"b","cR","b_vs_cR","no_paras","0",4.7523e+14,1.3706e+16,NA,NA,NA,NA,NA,NA,NA,1.5,2.25e-14,NA,NA,0.1,30,28.8407718367948
"b","cR","b_vs_cR","no_paras","0",4.7523e+14,1.3706e+16,NA,NA,NA,NA,NA,NA,NA,1.5,2.25e-14,NA,NA,1,30,28.8407718367948
"b","cR","b_vs_cR","no_paras","0",4.7523e+14,1.3706e+16,NA,NA,NA,NA,NA,NA,NA,1.5,2.25e-14,NA,NA,10,30,28.8407718367948
"b","cR","b_vs_cR","no_paras","0",4.7523e+14,1.3706e+16,NA,NA,NA,NA,NA,NA,NA,1.5,2.25e-14,NA,NA,3.1623,30,28.8407718367948
"b","cR","b_vs_cR","no_paras","0",4.7523e+14,1.3706e+16,NA,NA,NA,NA,NA,NA,NA,1.5,2.25e-14,NA,NA,0.31623,30,28.8407718367948
"b","cR","b_vs_cR","no_paras","0",9.2441e+13,1.6829e+16,NA,NA,NA,NA,NA,NA,NA,2.25,2.25e-14,NA,NA,0.1,30,182.051254313562
"b","cR","b_vs_cR","no_paras","0",9.2441e+13,1.6829e+16,NA,NA,NA,NA,NA,NA,NA,2.25,2.25e-14,NA,NA,1,30,182.051254313562
"b","cR","b_vs_cR","no_paras","0",9.2441e+13,1.6829e+16,NA,NA,NA,NA,NA,NA,NA,2.25,2.25e-14,NA,NA,10,30,182.051254313562
"b","cR","b_vs_cR","no_paras","0",9.2441e+13,1.6829e+16,NA,NA,NA,NA,NA,NA,NA,2.25,2.25e-14,NA,NA,3.1623,30,182.051254313562
"b","cR","b_vs_cR","no_paras","0",9.2441e+13,1.6829e+16,NA,NA,NA,NA,NA,NA,NA,2.25,2.25e-14,NA,NA,0.31623,30,182.051254313562
"b","cR","b_vs_cR","no_paras","0",1.1524e+16,1.0681e+14,NA,NA,NA,NA,NA,NA,NA,0.44,2.25e-14,NA,NA,0.1,30,0.00926848316556751
"b","cR","b_vs_cR","no_paras","0",1.1524e+16,1.0681e+14,NA,NA,NA,NA,NA,NA,NA,0.44,2.25e-14,NA,NA,1,30,0.00926848316556751
"b","cR","b_vs_cR","no_paras","0",1.1524e+16,1.0681e+14,NA,NA,NA,NA,NA,NA,NA,0.44,2.25e-14,NA,NA,10,30,0.00926848316556751
"b","cR","b_vs_cR","no_paras","0",1.1524e+16,1.0681e+14,NA,NA,NA,NA,NA,NA,NA,0.44,2.25e-14,NA,NA,3.1623,30,0.00926848316556751
"b","cR","b_vs_cR","no_paras","0",1.1524e+16,1.0681e+14,NA,NA,NA,NA,NA,NA,NA,0.44,2.25e-14,NA,NA,0.31623,30,0.00926848316556751
"b","I","b_vs_I","no_paras","0",5.9835e+15,5.9835e+15,NA,100,NA,1.229e+10,0.01,NA,NA,NA,NA,NA,NA,0.1,30,1
"b","I","b_vs_I","no_paras","0",5.9835e+15,5.9835e+15,NA,100,NA,1.229e+10,0.01,NA,NA,NA,NA,NA,NA,1,30,1
"b","I","b_vs_I","no_paras","0",5.9835e+15,5.9835e+15,NA,100,NA,1.229e+10,0.01,NA,NA,NA,NA,NA,NA,10,30,1
"b","I","b_vs_I","no_paras","0",5.9835e+15,5.9835e+15,NA,100,NA,1.229e+10,0.01,NA,NA,NA,NA,NA,NA,3.1623,30,1
"b","I","b_vs_I","no_paras","0",5.9835e+15,5.9835e+15,NA,100,NA,1.229e+10,0.01,NA,NA,NA,NA,NA,NA,0.31623,30,1
"b","I","b_vs_I","no_paras","0",5.9835e+15,5.9835e+15,NA,10,NA,1.229e+10,0.1,NA,NA,NA,NA,NA,NA,0.1,30,1
"b","I","b_vs_I","no_paras","0",5.9835e+15,5.9835e+15,NA,10,NA,1.229e+10,0.1,NA,NA,NA,NA,NA,NA,1,30,1
"b","I","b_vs_I","no_paras","0",5.9835e+15,5.9835e+15,NA,10,NA,1.229e+10,0.1,NA,NA,NA,NA,NA,NA,10,30,1
"b","I","b_vs_I","no_paras","0",5.9835e+15,5.9835e+15,NA,10,NA,1.229e+10,0.1,NA,NA,NA,NA,NA,NA,3.1623,30,1
"b","I","b_vs_I","no_paras","0",5.9835e+15,5.9835e+15,NA,10,NA,1.229e+10,0.1,NA,NA,NA,NA,NA,NA,0.31623,30,1
"b","I","b_vs_I","no_paras","0",5.9835e+15,5.9835e+15,NA,1,NA,1.229e+10,1,NA,NA,NA,NA,NA,NA,0.1,30,1
"b","I","b_vs_I","no_paras","0",5.9835e+15,5.9835e+15,NA,1,NA,1.229e+10,1,NA,NA,NA,NA,NA,NA,1,30,1
"b","I","b_vs_I","no_paras","0",5.9835e+15,5.9835e+15,NA,1,NA,1.229e+10,1,NA,NA,NA,NA,NA,NA,10,30,1
"b","I","b_vs_I","no_paras","0",5.9835e+15,5.9835e+15,NA,1,NA,1.229e+10,1,NA,NA,NA,NA,NA,NA,3.1623,30,1
"b","I","b_vs_I","no_paras","0",5.9835e+15,5.9835e+15,NA,1,NA,1.229e+10,1,NA,NA,NA,NA,NA,NA,0.31623,30,1
"b","I","b_vs_I","no_paras","0",5.9835e+15,5.9835e+15,NA,0.1,NA,1.229e+10,10,NA,NA,NA,NA,NA,NA,0.1,30,1
"b","I","b_vs_I","no_paras","0",5.9835e+15,5.9835e+15,NA,0.1,NA,1.229e+10,10,NA,NA,NA,NA,NA,NA,1,30,1
"b","I","b_vs_I","no_paras","0",5.9835e+15,5.9835e+15,NA,0.1,NA,1.229e+10,10,NA,NA,NA,NA,NA,NA,10,30,1
"b","I","b_vs_I","no_paras","0",5.9835e+15,5.9835e+15,NA,0.1,NA,1.229e+10,10,NA,NA,NA,NA,NA,NA,3.1623,30,1
"b","I","b_vs_I","no_paras","0",5.9835e+15,5.9835e+15,NA,0.1,NA,1.229e+10,10,NA,NA,NA,NA,NA,NA,0.31623,30,1
"b","I","b_vs_I","no_paras","0",5.9835e+15,5.9835e+15,NA,0.01,NA,1.229e+10,100,NA,NA,NA,NA,NA,NA,0.1,30,1
"b","I","b_vs_I","no_paras","0",5.9835e+15,5.9835e+15,NA,0.01,NA,1.229e+10,100,NA,NA,NA,NA,NA,NA,1,30,1
"b","I","b_vs_I","no_paras","0",5.9835e+15,5.9835e+15,NA,0.01,NA,1.229e+10,100,NA,NA,NA,NA,NA,NA,10,30,1
"b","I","b_vs_I","no_paras","0",5.9835e+15,5.9835e+15,NA,0.01,NA,1.229e+10,100,NA,NA,NA,NA,NA,NA,3.1623,30,1
"b","I","b_vs_I","no_paras","0",5.9835e+15,5.9835e+15,NA,0.01,NA,1.229e+10,100,NA,NA,NA,NA,NA,NA,0.31623,30,1
"b","Y","b_vs_Y","no_paras","0",9.3965e+15,1.9321e+15,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84,1.229e+10,0.1,30,0.205619113499707
"b","Y","b_vs_Y","no_paras","0",9.3965e+15,1.9321e+15,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84,1.229e+10,1,30,0.205619113499707
"b","Y","b_vs_Y","no_paras","0",9.3965e+15,1.9321e+15,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84,1.229e+10,10,30,0.205619113499707
"b","Y","b_vs_Y","no_paras","0",9.3965e+15,1.9321e+15,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84,1.229e+10,3.1623,30,0.205619113499707
"b","Y","b_vs_Y","no_paras","0",9.3965e+15,1.9321e+15,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84,1.229e+10,0.31623,30,0.205619113499707
"b","Y","b_vs_Y","no_paras","0",5.9835e+15,5.9835e+15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.229e+10,0.1,30,1
"b","Y","b_vs_Y","no_paras","0",5.9835e+15,5.9835e+15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.229e+10,1,30,1
"b","Y","b_vs_Y","no_paras","0",5.9835e+15,5.9835e+15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.229e+10,10,30,1
"b","Y","b_vs_Y","no_paras","0",5.9835e+15,5.9835e+15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.229e+10,3.1623,30,1
"b","Y","b_vs_Y","no_paras","0",5.9835e+15,5.9835e+15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.229e+10,0.31623,30,1
"b","Y","b_vs_Y","no_paras","0",2.2119e+15,1.2646e+16,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19,1.229e+10,0.1,30,5.71725665717257
"b","Y","b_vs_Y","no_paras","0",2.2119e+15,1.2646e+16,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19,1.229e+10,1,30,5.71725665717257
"b","Y","b_vs_Y","no_paras","0",2.2119e+15,1.2646e+16,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19,1.229e+10,10,30,5.71725665717257
"b","Y","b_vs_Y","no_paras","0",2.2119e+15,1.2646e+16,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19,1.229e+10,3.1623,30,5.71725665717257
"b","Y","b_vs_Y","no_paras","0",2.2119e+15,1.2646e+16,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19,1.229e+10,0.31623,30,5.71725665717257
"b","Y","b_vs_Y","no_paras","0",8.4467e+14,1.8566e+16,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41,1.229e+10,0.1,30,21.9801816093859
"b","Y","b_vs_Y","no_paras","0",8.4467e+14,1.8566e+16,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41,1.229e+10,1,30,21.9801816093859
"b","Y","b_vs_Y","no_paras","0",8.4467e+14,1.8566e+16,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41,1.229e+10,10,30,21.9801816093859
"b","Y","b_vs_Y","no_paras","0",8.4467e+14,1.8566e+16,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41,1.229e+10,3.1623,30,21.9801816093859
"b","Y","b_vs_Y","no_paras","0",8.4467e+14,1.8566e+16,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41,1.229e+10,0.31623,30,21.9801816093859
"b","Y","b_vs_Y","no_paras","0",1.0626e+16,7.2614e+14,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71,1.229e+10,0.1,30,0.0683361565970262
"b","Y","b_vs_Y","no_paras","0",1.0626e+16,7.2614e+14,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71,1.229e+10,1,30,0.0683361565970262
"b","Y","b_vs_Y","no_paras","0",1.0626e+16,7.2614e+14,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71,1.229e+10,10,30,0.0683361565970262
"b","Y","b_vs_Y","no_paras","0",1.0626e+16,7.2614e+14,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71,1.229e+10,3.1623,30,0.0683361565970262
"b","Y","b_vs_Y","no_paras","0",1.0626e+16,7.2614e+14,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71,1.229e+10,0.31623,30,0.0683361565970262
"I","cA","I_vs_cA","local","0",4.2507e+11,5.0265e+10,0.44,100,4.17e-16,1e-14,0.01,NA,NA,NA,NA,NA,NA,NA,NA,0.118251111581622
"I","cA","I_vs_cA","local","0",4.2507e+11,5.0265e+10,0.67,100,4.17e-16,1e-14,0.01,NA,NA,NA,NA,NA,NA,NA,NA,0.118251111581622
"I","cA","I_vs_cA","local","0",4.2507e+11,5.0265e+10,1,100,4.17e-16,1e-14,0.01,NA,NA,NA,NA,NA,NA,NA,NA,0.118251111581622
"I","cA","I_vs_cA","local","0",4.2507e+11,5.0265e+10,1.5,100,4.17e-16,1e-14,0.01,NA,NA,NA,NA,NA,NA,NA,NA,0.118251111581622
"I","cA","I_vs_cA","local","0",4.2507e+11,5.0265e+10,2.25,100,4.17e-16,1e-14,0.01,NA,NA,NA,NA,NA,NA,NA,NA,0.118251111581622
"I","cA","I_vs_cA","local","0",9.0547e+11,4.2523e+11,0.44,10,4.17e-16,1e-14,0.1,NA,NA,NA,NA,NA,NA,NA,NA,0.469623510442091
"I","cA","I_vs_cA","local","0",9.0547e+11,4.2523e+11,0.67,10,4.17e-16,1e-14,0.1,NA,NA,NA,NA,NA,NA,NA,NA,0.469623510442091
"I","cA","I_vs_cA","local","0",9.0549e+11,4.2524e+11,1,10,4.17e-16,1e-14,0.1,NA,NA,NA,NA,NA,NA,NA,NA,0.469624181382456
"I","cA","I_vs_cA","local","0",9.055e+11,4.2525e+11,1.5,10,4.17e-16,1e-14,0.1,NA,NA,NA,NA,NA,NA,NA,NA,0.469630038652678
"I","cA","I_vs_cA","local","0",9.0553e+11,4.2527e+11,2.25,10,4.17e-16,1e-14,0.1,NA,NA,NA,NA,NA,NA,NA,NA,0.469636566430709
"I","cA","I_vs_cA","local","0",2.4675e+12,2.4675e+12,0.44,1,4.17e-16,1e-14,1,NA,NA,NA,NA,NA,NA,NA,NA,1
"I","cA","I_vs_cA","local","0",2.4677e+12,2.4677e+12,0.67,1,4.17e-16,1e-14,1,NA,NA,NA,NA,NA,NA,NA,NA,1
"I","cA","I_vs_cA","local","0",2.4679e+12,2.4679e+12,1,1,4.17e-16,1e-14,1,NA,NA,NA,NA,NA,NA,NA,NA,1
"I","cA","I_vs_cA","local","0",2.4683e+12,2.4683e+12,1.5,1,4.17e-16,1e-14,1,NA,NA,NA,NA,NA,NA,NA,NA,1
"I","cA","I_vs_cA","local","0",2.4689e+12,2.4689e+12,2.25,1,4.17e-16,1e-14,1,NA,NA,NA,NA,NA,NA,NA,NA,1
"I","cA","I_vs_cA","local","0",4.0852e+12,7.7306e+12,0.44,0.1,4.17e-16,1e-14,10,NA,NA,NA,NA,NA,NA,NA,NA,1.89234309213747
"I","cA","I_vs_cA","local","0",4.0863e+12,7.7323e+12,0.67,0.1,4.17e-16,1e-14,10,NA,NA,NA,NA,NA,NA,NA,NA,1.89224971245381
"I","cA","I_vs_cA","local","0",4.0879e+12,7.7348e+12,1,0.1,4.17e-16,1e-14,10,NA,NA,NA,NA,NA,NA,NA,NA,1.89212064874385
"I","cA","I_vs_cA","local","0",4.0904e+12,7.7385e+12,1.5,0.1,4.17e-16,1e-14,10,NA,NA,NA,NA,NA,NA,NA,NA,1.89186876589087
"I","cA","I_vs_cA","local","0",4.0941e+12,7.7441e+12,2.25,0.1,4.17e-16,1e-14,10,NA,NA,NA,NA,NA,NA,NA,NA,1.89152683129381
