"Proj","Pop","Treat","Timepoint","start_timestamp","end_timestamp","time_since_inoc","Width_cm","Height_cm"
"125","E","G","13","2017-08-06 16:19:00","2017-08-07 16:47:00",24.4666666666667,2.04,2.09
"125","E","L","13","2017-08-06 16:19:00","2017-08-07 16:47:00",24.4666666666667,1.72,1.77
"125","E","C","13","2017-08-06 16:19:00","2017-08-07 16:47:00",24.4666666666667,2.79,2.74
"125","B","L","13","2017-08-06 16:19:00","2017-08-07 16:50:00",24.5166666666667,1.65,1.7
"125","B","C","13","2017-08-06 16:19:00","2017-08-07 16:50:00",24.5166666666667,2.43,2.4
"125","B","G","13","2017-08-06 16:19:00","2017-08-07 16:50:00",24.5166666666667,1.68,1.77
"125","A","G","13","2017-08-06 16:19:00","2017-08-07 16:50:00",24.5166666666667,1.85,1.92
"125","A","L","13","2017-08-06 16:19:00","2017-08-07 16:50:00",24.5166666666667,2.04,2.07
"125","A","C","13","2017-08-06 16:19:00","2017-08-07 16:50:00",24.5166666666667,2.94,3.01
"125","D","G","11","2017-08-06 16:19:00","2017-08-07 16:52:00",24.55,1.79,1.85
"125","D","C","11","2017-08-06 16:19:00","2017-08-07 16:52:00",24.55,2.12,2.12
"125","D","L","11","2017-08-06 16:19:00","2017-08-07 16:52:00",24.55,1.79,1.79
"125","C","G","12","2017-08-06 16:19:00","2017-08-07 16:52:00",24.55,1.33,1.41
"125","C","C","12","2017-08-06 16:19:00","2017-08-07 16:52:00",24.55,2.32,2.37
"125","C","L","12","2017-08-06 16:19:00","2017-08-07 16:52:00",24.55,1.63,1.74
"125","E","G","14","2017-08-07 17:25:00","2017-08-08 15:09:00",21.7333333333333,1.37,1.41
"125","E","L","14","2017-08-07 17:25:00","2017-08-08 15:09:00",21.7333333333333,1.31,1.35
"125","E","C","14","2017-08-07 17:25:00","2017-08-08 15:09:00",21.7333333333333,1.46,1.53
"125","D","G","12","2017-08-07 17:25:00","2017-08-08 15:11:00",21.7666666666667,1.1,1.17
"125","D","C","12","2017-08-07 17:25:00","2017-08-08 15:11:00",21.7666666666667,1.14,1.19
"125","D","L","12","2017-08-07 17:25:00","2017-08-08 15:11:00",21.7666666666667,1.3,1.35
"125","C","G","13","2017-08-07 17:25:00","2017-08-08 15:11:00",21.7666666666667,1.07,1.13
"125","C","C","13","2017-08-07 17:25:00","2017-08-08 15:11:00",21.7666666666667,1.8,1.79
"125","C","L","13","2017-08-07 17:25:00","2017-08-08 15:11:00",21.7666666666667,1.12,1.19
"125","B","L","14","2017-08-07 17:25:00","2017-08-08 15:13:00",21.8,1.2,1.3
"125","B","C","14","2017-08-07 17:25:00","2017-08-08 15:13:00",21.8,2.37,2.46
"125","B","G","14","2017-08-07 17:25:00","2017-08-08 15:13:00",21.8,1.17,1.24
"125","A","G","14","2017-08-07 17:25:00","2017-08-08 15:13:00",21.8,1.23,1.29
"125","A","L","14","2017-08-07 17:25:00","2017-08-08 15:13:00",21.8,1.41,1.51
"125","A","C","14","2017-08-07 17:25:00","2017-08-08 15:13:00",21.8,2.18,2.24
"125","D","C","13","2017-08-08 15:23:00","2017-08-09 15:24:00",24.0166666666667,1.98,2.07
"125","C","G","14","2017-08-08 15:23:00","2017-08-09 15:24:00",24.0166666666667,1.33,1.37
"125","C","C","14","2017-08-08 15:23:00","2017-08-09 15:24:00",24.0166666666667,2.25,2.31
"125","D","L","13","2017-08-08 15:23:00","2017-08-09 15:24:00",24.0166666666667,1.43,1.49
"125","D","G","13","2017-08-08 15:23:00","2017-08-09 15:24:00",24.0166666666667,1.61,1.67
"125","C","L","14","2017-08-08 15:23:00","2017-08-09 15:24:00",24.0166666666667,1.76,1.85
"125","D","L","14","2017-08-09 15:46:00","2017-08-10 14:43:00",22.95,1.88,1.88
"125","D","G","14","2017-08-09 15:46:00","2017-08-10 14:43:00",22.95,2.09,2.1
"125","D","C","14","2017-08-09 15:46:00","2017-08-10 14:43:00",22.95,2.12,2.17
